referencia,ano_foto,descripcion,url_ficha,url_imagen_resultado,carpeta_imagen,fondo_o_procedencia,tipo_clasificacion,criterio_clasificacion,uso_recomendado
21000,1960 - 1960,"Maribel Hernáiz, Cantinera de Artillería del Alarde, durante la concentración...",https://www.irun.org/archivo/fototeca_ficha.asp?texto=alarde+irun&ref=&ano=&offset=&referencia=21000,https://www.irun.org/fototeca/fcruz104/21000.tif,fcruz104,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruz104,requiere_confirmacion_archivo
21001,1960 - 1960,La escuadra de Hacheros y la Tamborrada del Alarde accediendo a la plaza San...,https://www.irun.org/archivo/fototeca_ficha.asp?texto=alarde+irun&ref=&ano=&offset=&referencia=21001,https://www.irun.org/fototeca/fcruz104/21001.tif,fcruz104,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruz104,requiere_confirmacion_archivo
21002,1960 - 1960,"La Tamborrada del Alarde con su Cantinera, Ana María Icardo, accediendo a la...",https://www.irun.org/archivo/fototeca_ficha.asp?texto=alarde+irun&ref=&ano=&offset=&referencia=21002,https://www.irun.org/fototeca/fcruz104/21002.tif,fcruz104,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruz104,requiere_confirmacion_archivo
21003,1960 - 1960,"La Tamborrada del Alarde con su Cantinera, Ana Icardo, abandonando la plaza San...",https://www.irun.org/archivo/fototeca_ficha.asp?texto=alarde+irun&ref=&ano=&offset=&referencia=21003,https://www.irun.org/fototeca/fcruz104/21003.tif,fcruz104,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruz104,requiere_confirmacion_archivo
21004,1960 - 1960,"La Tamborrada del Alarde con su Cantinera, Ana Icardo, abandonando la plaza San...",https://www.irun.org/archivo/fototeca_ficha.asp?texto=alarde+irun&ref=&ano=&offset=&referencia=21004,https://www.irun.org/fototeca/fcruz104/21004.tif,fcruz104,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruz104,requiere_confirmacion_archivo
21005,1960 - 1960,"El General del Alarde de San Marcial, Ricardo Rodríguez, y el Cornetín de...",https://www.irun.org/archivo/fototeca_ficha.asp?texto=alarde+irun&ref=&ano=&offset=&referencia=21005,https://www.irun.org/fototeca/fcruz104/21005.tif,fcruz104,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruz104,requiere_confirmacion_archivo
21006,1960 - 1960,"La Compañía Bidasoa del Alarde con su Cantinera, Juncal Azcuine, tras hacerse...",https://www.irun.org/archivo/fototeca_ficha.asp?texto=alarde+irun&ref=&ano=&offset=&referencia=21006,https://www.irun.org/fototeca/fcruz104/21006.tif,fcruz104,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruz104,requiere_confirmacion_archivo
21007,1960 - 1960,Saluda del General del Alarde y sus Ayudantes durante la concentración en la...,https://www.irun.org/archivo/fototeca_ficha.asp?texto=alarde+irun&ref=&ano=&offset=&referencia=21007,https://www.irun.org/fototeca/fcruz104/21007.tif,fcruz104,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruz104,requiere_confirmacion_archivo
21008,1960 - 1960,"El General del Alarde de San Marcial, Ricardo Rodríguez, durante la...",https://www.irun.org/archivo/fototeca_ficha.asp?texto=alarde+irun&ref=&ano=&offset=&referencia=21008,https://www.irun.org/fototeca/fcruz104/21008.tif,fcruz104,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruz104,requiere_confirmacion_archivo
21009,1960 - 1960,"La Banda de Música del Alarde con su cantinera, Teresa Martín, dirigiéndose a...",https://www.irun.org/archivo/fototeca_ficha.asp?texto=alarde+irun&ref=&ano=&offset=&referencia=21009,https://www.irun.org/fototeca/fcruz104/21009.tif,fcruz104,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruz104,requiere_confirmacion_archivo
21010,1960 - 1960,"La Banda de Música del Alarde con su cantinera, Teresa Martín, dirigiéndose a...",https://www.irun.org/archivo/fototeca_ficha.asp?texto=alarde+irun&ref=&ano=&offset=&referencia=21010,https://www.irun.org/fototeca/fcruz104/21010.tif,fcruz104,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruz104,requiere_confirmacion_archivo
21011,1960 - 1960,"La Banda de Música del Alarde con su cantinera, Teresa Martín, dirigiéndose a...",https://www.irun.org/archivo/fototeca_ficha.asp?texto=alarde+irun&ref=&ano=&offset=&referencia=21011,https://www.irun.org/fototeca/fcruz104/21011.tif,fcruz104,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruz104,requiere_confirmacion_archivo
21012,1960 - 1960,Compañía del Alarde de Irun con su cantinera a su paso por la calle Iglesia...,https://www.irun.org/archivo/fototeca_ficha.asp?texto=alarde+irun&ref=&ano=&offset=&referencia=21012,https://www.irun.org/fototeca/fcruz104/21012.tif,fcruz104,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruz104,requiere_confirmacion_archivo
21013,1960 - 1960,Compañía del Alarde de Irun con su cantinera a su paso por la calle Iglesia...,https://www.irun.org/archivo/fototeca_ficha.asp?texto=alarde+irun&ref=&ano=&offset=&referencia=21013,https://www.irun.org/fototeca/fcruz104/21013.tif,fcruz104,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruz104,requiere_confirmacion_archivo
21014,1960 - 1960,"La Compañía Bidasoa con su cantinera, Juncal Azcune, a su paso por la calle...",https://www.irun.org/archivo/fototeca_ficha.asp?texto=alarde+irun&ref=&ano=&offset=&referencia=21014,https://www.irun.org/fototeca/fcruz104/21014.tif,fcruz104,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruz104,requiere_confirmacion_archivo
21015,1960 - 1960,Compañía del Alarde de Irun con su cantinera a su paso por la calle Iglesia...,https://www.irun.org/archivo/fototeca_ficha.asp?texto=alarde+irun&ref=&ano=&offset=&referencia=21015,https://www.irun.org/fototeca/fcruz104/21015.tif,fcruz104,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruz104,requiere_confirmacion_archivo
21016,1960 - 1960,Compañía de infantería del Alarde a su paso por la calle Iglesia (1960),https://www.irun.org/archivo/fototeca_ficha.asp?texto=alarde+irun&ref=&ano=&offset=&referencia=21016,https://www.irun.org/fototeca/fcruz104/21016.tif,fcruz104,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruz104,requiere_confirmacion_archivo
21017,1960 - 1960,Compañía de infantería del Alarde a su paso por la calle Iglesia (1960),https://www.irun.org/archivo/fototeca_ficha.asp?texto=alarde+irun&ref=&ano=&offset=&referencia=21017,https://www.irun.org/fototeca/fcruz104/21017.tif,fcruz104,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruz104,requiere_confirmacion_archivo
21018,1960 - 1960,Compañía del Alarde con su cantinera enfilando la calle Iglesia en dirección a...,https://www.irun.org/archivo/fototeca_ficha.asp?texto=alarde+irun&ref=&ano=&offset=&referencia=21018,https://www.irun.org/fototeca/fcruz104/21018.tif,fcruz104,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruz104,requiere_confirmacion_archivo
21019,1960 - 1960,"Elena Erauso, cantinera de la Compañía Uranzu del Alarde, a su paso por la...",https://www.irun.org/archivo/fototeca_ficha.asp?texto=alarde+irun&ref=&ano=&offset=&referencia=21019,https://www.irun.org/fototeca/fcruz104/21019.tif,fcruz104,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruz104,requiere_confirmacion_archivo
21020,1960 - 1960,"Carmen Errandonea, cantinera de Santiago saludando a su paso por la calle...",https://www.irun.org/archivo/fototeca_ficha.asp?texto=alarde+irun&ref=&ano=&offset=&referencia=21020,https://www.irun.org/fototeca/fcruz104/21020.tif,fcruz104,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruz104,requiere_confirmacion_archivo
21021,1960 - 1960,"La Compañía Lapice con su cantinera, Pilar Esnaola, a su paso por la calle...",https://www.irun.org/archivo/fototeca_ficha.asp?texto=alarde+irun&ref=&ano=&offset=&referencia=21021,https://www.irun.org/fototeca/fcruz104/21021.tif,fcruz104,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruz104,requiere_confirmacion_archivo
21022,1960 - 1960,"La Compañía Real Unión del Alarde con su cantinera, Margarita de Lucas, a su...",https://www.irun.org/archivo/fototeca_ficha.asp?texto=alarde+irun&ref=&ano=&offset=&referencia=21022,https://www.irun.org/fototeca/fcruz104/21022.tif,fcruz104,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruz104,requiere_confirmacion_archivo
21023,1960 - 1960,"Margarita de Lucas, cantinera de la Compañía Real Unión del Alarde, a su paso...",https://www.irun.org/archivo/fototeca_ficha.asp?texto=alarde+irun&ref=&ano=&offset=&referencia=21023,https://www.irun.org/fototeca/fcruz104/21023.tif,fcruz104,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruz104,requiere_confirmacion_archivo
21024,1960 - 1960,"Maribel Hernáiz, Cantinera de la batería de Artillería del Alarde a su paso por...",https://www.irun.org/archivo/fototeca_ficha.asp?texto=alarde+irun&ref=&ano=&offset=&referencia=21024,https://www.irun.org/fototeca/fcruz104/21024.tif,fcruz104,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruz104,requiere_confirmacion_archivo
21025,1960 - 1960,"Maceros y autoridades civiles cerrando el cortejo del Alarde. Tras ellos, la...",https://www.irun.org/archivo/fototeca_ficha.asp?texto=alarde+irun&ref=&ano=&offset=&referencia=21025,https://www.irun.org/fototeca/fcruz104/21025.tif,fcruz104,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruz104,requiere_confirmacion_archivo
21026,1960 - 1960,"Maceros y autoridades civiles cerrando el cortejo del Alarde. Tras ellos, la...",https://www.irun.org/archivo/fototeca_ficha.asp?texto=alarde+irun&ref=&ano=&offset=&referencia=21026,https://www.irun.org/fototeca/fcruz104/21026.tif,fcruz104,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruz104,requiere_confirmacion_archivo
21029,1960 - 1960,La escuadra de Hacheros accediendo a la plaza San Juan (1960),https://www.irun.org/archivo/fototeca_ficha.asp?texto=alarde+irun&ref=&ano=&offset=&referencia=21029,https://www.irun.org/fototeca/fcruz104/21029.tif,fcruz104,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruz104,requiere_confirmacion_archivo
21030,1960 - 1960,La escuadra de Hacheros accediendo a la plaza San Juan (1960),https://www.irun.org/archivo/fototeca_ficha.asp?texto=alarde+irun&ref=&ano=&offset=&referencia=21030,https://www.irun.org/fototeca/fcruz104/21030.tif,fcruz104,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruz104,requiere_confirmacion_archivo
21031,1960 - 1960,"La Tamborrada del Alarde con su cantinera, Ana María Icardo, accediendo a la...",https://www.irun.org/archivo/fototeca_ficha.asp?texto=alarde+irun&ref=&ano=&offset=&referencia=21031,https://www.irun.org/fototeca/fcruz104/21031.tif,fcruz104,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruz104,requiere_confirmacion_archivo
21032,1960 - 1960,"La Tamborrada del Alarde, al mando de José Sánchez-Vílchez, esperando para...",https://www.irun.org/archivo/fototeca_ficha.asp?texto=alarde+irun&ref=&ano=&offset=&referencia=21032,https://www.irun.org/fototeca/fcruz104/21032.tif,fcruz104,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruz104,requiere_confirmacion_archivo
21033,1960 - 1960,"El Comandante del Alarde, Miguel Cortijo, accediendo a la plaza San Juan (1960)",https://www.irun.org/archivo/fototeca_ficha.asp?texto=alarde+irun&ref=&ano=&offset=&referencia=21033,https://www.irun.org/fototeca/fcruz104/21033.tif,fcruz104,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruz104,requiere_confirmacion_archivo
21034,1960 - 1960,"La Compañía Behobia del Alarde con su cantinera, María Pilar Cassagne, a su...",https://www.irun.org/archivo/fototeca_ficha.asp?texto=alarde+irun&ref=&ano=&offset=&referencia=21034,https://www.irun.org/fototeca/fcruz104/21034.tif,fcruz104,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruz104,requiere_confirmacion_archivo
21035,1960 - 1960,Compañía del Alarde con su cantinera accediendo a la plaza San Juan Harria...,https://www.irun.org/archivo/fototeca_ficha.asp?texto=alarde+irun&ref=&ano=&offset=&referencia=21035,https://www.irun.org/fototeca/fcruz104/21035.tif,fcruz104,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruz104,requiere_confirmacion_archivo
21036,1960 - 1960,Compañía del Alarde con su cantinera accediendo a la plaza San Juan Harria...,https://www.irun.org/archivo/fototeca_ficha.asp?texto=alarde+irun&ref=&ano=&offset=&referencia=21036,https://www.irun.org/fototeca/fcruz104/21036.tif,fcruz104,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruz104,requiere_confirmacion_archivo
21037,1960 - 1960,"Inés Arregui, cantinera de la Escolta de Caballería del Alarde durante la...",https://www.irun.org/archivo/fototeca_ficha.asp?texto=alarde+irun&ref=&ano=&offset=&referencia=21037,https://www.irun.org/fototeca/fcruz104/21037.tif,fcruz104,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruz104,requiere_confirmacion_archivo
21038,1960 - 1960,Cantinera del Alarde de Irun en los momentos previos a la descarga ante la...,https://www.irun.org/archivo/fototeca_ficha.asp?texto=alarde+irun&ref=&ano=&offset=&referencia=21038,https://www.irun.org/fototeca/fcruz104/21038.tif,fcruz104,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruz104,requiere_confirmacion_archivo
21039,1960 - 1960,"La Compañía Bidasoa con su cantinera, Juncal Azcune, accediendo a la plaza San...",https://www.irun.org/archivo/fototeca_ficha.asp?texto=alarde+irun&ref=&ano=&offset=&referencia=21039,https://www.irun.org/fototeca/fcruz104/21039.tif,fcruz104,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruz104,requiere_confirmacion_archivo
21040,1960 - 1960,Compañía de infantería del Alarde accediendo a la plaza San Juan (1960),https://www.irun.org/archivo/fototeca_ficha.asp?texto=alarde+irun&ref=&ano=&offset=&referencia=21040,https://www.irun.org/fototeca/fcruz104/21040.tif,fcruz104,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruz104,requiere_confirmacion_archivo
21041,1960 - 1960,"La Compañía San Miguel con su Cantinera, Merche Ruiz del Val, accediendo a la...",https://www.irun.org/archivo/fototeca_ficha.asp?texto=alarde+irun&ref=&ano=&offset=&referencia=21041,https://www.irun.org/fototeca/fcruz104/21041.tif,fcruz104,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruz104,requiere_confirmacion_archivo
21042,1960 - 1960,"La Compañía Olaberria con su Cantinera, Carmen Zabala, en la calle Mayor (1960)",https://www.irun.org/archivo/fototeca_ficha.asp?texto=alarde+irun&ref=&ano=&offset=&referencia=21042,https://www.irun.org/fototeca/fcruz104/21042.tif,fcruz104,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruz104,requiere_confirmacion_archivo
21043,1960 - 1960,"Inés Arregui, cantinera de la Escolta de Caballería del Alarde durante la...",https://www.irun.org/archivo/fototeca_ficha.asp?texto=alarde+irun&ref=&ano=&offset=&referencia=21043,https://www.irun.org/fototeca/fcruz104/21043.tif,fcruz104,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruz104,requiere_confirmacion_archivo
21044,1960 - 1960,"La Compañía Santa Elena con su Cantinera, Teresa Zabala, en la calle Mayor...",https://www.irun.org/archivo/fototeca_ficha.asp?texto=alarde+irun&ref=&ano=&offset=&referencia=21044,https://www.irun.org/fototeca/fcruz104/21044.tif,fcruz104,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruz104,requiere_confirmacion_archivo
21045,1960 - 1960,"La Compañía Santa Elena con su Cantinera, Teresa Zabala, accediendo a la plaza...",https://www.irun.org/archivo/fototeca_ficha.asp?texto=alarde+irun&ref=&ano=&offset=&referencia=21045,https://www.irun.org/fototeca/fcruz104/21045.tif,fcruz104,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruz104,requiere_confirmacion_archivo
21046,1960 - 1960,"Josefa Muguruza, Cantinera de la Compañía Anaka del Alarde en la calle Mayor...",https://www.irun.org/archivo/fototeca_ficha.asp?texto=alarde+irun&ref=&ano=&offset=&referencia=21046,https://www.irun.org/fototeca/fcruz104/21046.tif,fcruz104,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruz104,requiere_confirmacion_archivo
21047,1960 - 1960,Compañía de infantería del Alarde a su paso por la plaza San Juan (1960),https://www.irun.org/archivo/fototeca_ficha.asp?texto=alarde+irun&ref=&ano=&offset=&referencia=21047,https://www.irun.org/fototeca/fcruz104/21047.tif,fcruz104,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruz104,requiere_confirmacion_archivo
21048,1960 - 1960,"La Compañía Buenos Amigos con su cantinera, Elena Iguiñiz, a su paso por la...",https://www.irun.org/archivo/fototeca_ficha.asp?texto=alarde+irun&ref=&ano=&offset=&referencia=21048,https://www.irun.org/fototeca/fcruz104/21048.tif,fcruz104,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruz104,requiere_confirmacion_archivo
21049,1960 - 1960,"La Compañía Uranzu con su cantinera, María Elena Erauso, accediendo a la plaza...",https://www.irun.org/archivo/fototeca_ficha.asp?texto=alarde+irun&ref=&ano=&offset=&referencia=21049,https://www.irun.org/fototeca/fcruz104/21049.tif,fcruz104,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruz104,requiere_confirmacion_archivo
21050,1960 - 1960,"María Elena Erauso, cantinera de la Compañía Uranzu del Alarde, en los momentos...",https://www.irun.org/archivo/fototeca_ficha.asp?texto=alarde+irun&ref=&ano=&offset=&referencia=21050,https://www.irun.org/fototeca/fcruz104/21050.tif,fcruz104,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruz104,requiere_confirmacion_archivo
21051,1961 - 1961,La escuadra de Hacheros accediendo a la plaza San Juan al mando de José...,https://www.irun.org/archivo/fototeca_ficha.asp?texto=alarde+irun&ref=&ano=&offset=&referencia=21051,https://www.irun.org/fototeca/fcruz104/21051.tif,fcruz104,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruz104,requiere_confirmacion_archivo
21052,1961 - 1961,La escuadra de Hacheros del Alarde accediendo a la plaza San Juan (1961),https://www.irun.org/archivo/fototeca_ficha.asp?texto=alarde+irun&ref=&ano=&offset=&referencia=21052,https://www.irun.org/fototeca/fcruz104/21052.tif,fcruz104,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruz104,requiere_confirmacion_archivo
21053,1961 - 1961,La escuadra de Hacheros del Alarde accediendo a la plaza San Juan (1961),https://www.irun.org/archivo/fototeca_ficha.asp?texto=alarde+irun&ref=&ano=&offset=&referencia=21053,https://www.irun.org/fototeca/fcruz104/21053.tif,fcruz104,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruz104,requiere_confirmacion_archivo
21054,1961 - 1961,"La Tamborrada del Alarde accediendo a la plaza San Juan, siendo José...",https://www.irun.org/archivo/fototeca_ficha.asp?texto=alarde+irun&ref=&ano=&offset=&referencia=21054,https://www.irun.org/fototeca/fcruz104/21054.tif,fcruz104,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruz104,requiere_confirmacion_archivo
21055,1961 - 1961,"Mercedes Aguirre y Ricardo Requejo, cantinera de la Tamborrada y su sargento...",https://www.irun.org/archivo/fototeca_ficha.asp?texto=alarde+irun&ref=&ano=&offset=&referencia=21055,https://www.irun.org/fototeca/fcruz104/21055.tif,fcruz104,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruz104,requiere_confirmacion_archivo
21056,1961 - 1961,La Tamborrada del Alarde accediendo a la plaza San Juan (1961),https://www.irun.org/archivo/fototeca_ficha.asp?texto=alarde+irun&ref=&ano=&offset=&referencia=21056,https://www.irun.org/fototeca/fcruz104/21056.tif,fcruz104,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruz104,requiere_confirmacion_archivo
21057,1961 - 1961,La Tamborrada del Alarde accediendo a la plaza San Juan (1961),https://www.irun.org/archivo/fototeca_ficha.asp?texto=alarde+irun&ref=&ano=&offset=&referencia=21057,https://www.irun.org/fototeca/fcruz104/21057.tif,fcruz104,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruz104,requiere_confirmacion_archivo
21058,1961 - 1961,La Tamborrada del Alarde accediendo a la plaza San Juan (1961),https://www.irun.org/archivo/fototeca_ficha.asp?texto=alarde+irun&ref=&ano=&offset=&referencia=21058,https://www.irun.org/fototeca/fcruz104/21058.tif,fcruz104,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruz104,requiere_confirmacion_archivo
21060,1960 - 1960,"Natividad Arregui, cantinera de la Escolta de Caballería del Alarde, durante la...",https://www.irun.org/archivo/fototeca_ficha.asp?texto=alarde+irun&ref=&ano=&offset=&referencia=21060,https://www.irun.org/fototeca/fcruz104/21060.tif,fcruz104,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruz104,requiere_confirmacion_archivo
21061,1961 - 1961,"Natividad Arregui, cantinera de la escolta de Caballería del Alarde durante la...",https://www.irun.org/archivo/fototeca_ficha.asp?texto=alarde+irun&ref=&ano=&offset=&referencia=21061,https://www.irun.org/fototeca/fcruz104/21061.tif,fcruz104,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruz104,requiere_confirmacion_archivo
21062,1961 - 1961,"Natividad Arregui, cantinera de la escolta de Caballería del Alarde durante la...",https://www.irun.org/archivo/fototeca_ficha.asp?texto=alarde+irun&ref=&ano=&offset=&referencia=21062,https://www.irun.org/fototeca/fcruz104/21062.tif,fcruz104,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruz104,requiere_confirmacion_archivo
21063,1961 - 1961,"Amelia Gascón, cantinera de la batería de Artillería del Alarde durante la...",https://www.irun.org/archivo/fototeca_ficha.asp?texto=alarde+irun&ref=&ano=&offset=&referencia=21063,https://www.irun.org/fototeca/fcruz104/21063.tif,fcruz104,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruz104,requiere_confirmacion_archivo
21064,1961 - 1961,"Amelia Gascón, cantinera de la batería de Artillería del Alarde durante la...",https://www.irun.org/archivo/fototeca_ficha.asp?texto=alarde+irun&ref=&ano=&offset=&referencia=21064,https://www.irun.org/fototeca/fcruz104/21064.tif,fcruz104,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruz104,requiere_confirmacion_archivo
21065,1961 - 1961,"Natividad Arregui, cantinera de la escolta de Caballería del Alarde durante la...",https://www.irun.org/archivo/fototeca_ficha.asp?texto=alarde+irun&ref=&ano=&offset=&referencia=21065,https://www.irun.org/fototeca/fcruz104/21065.tif,fcruz104,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruz104,requiere_confirmacion_archivo
21066,1961 - 1961,"Amelia Gascón, cantinera de la batería de Artillería del Alarde durante la...",https://www.irun.org/archivo/fototeca_ficha.asp?texto=alarde+irun&ref=&ano=&offset=&referencia=21066,https://www.irun.org/fototeca/fcruz104/21066.tif,fcruz104,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruz104,requiere_confirmacion_archivo
21067,1961 - 1961,"Amelia Gascón y José María Arina, cantinera y capitán de la batería de...",https://www.irun.org/archivo/fototeca_ficha.asp?texto=alarde+irun&ref=&ano=&offset=&referencia=21067,https://www.irun.org/fototeca/fcruz104/21067.tif,fcruz104,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruz104,requiere_confirmacion_archivo
21068,1961 - 1961,"El General, del Alarde Ricardo Rodríquez, entrando en la plaza San Jua (1961)",https://www.irun.org/archivo/fototeca_ficha.asp?texto=alarde+irun&ref=&ano=&offset=&referencia=21068,https://www.irun.org/fototeca/fcruz104/21068.tif,fcruz104,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruz104,requiere_confirmacion_archivo
21069,1961 - 1961,El General y el Comandante del Alarde durante la concentración en la plaza San...,https://www.irun.org/archivo/fototeca_ficha.asp?texto=alarde+irun&ref=&ano=&offset=&referencia=21069,https://www.irun.org/fototeca/fcruz104/21069.tif,fcruz104,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruz104,requiere_confirmacion_archivo
21070,1961 - 1961,El General y el Comandante del Alarde pasando revista durante la concentración...,https://www.irun.org/archivo/fototeca_ficha.asp?texto=alarde+irun&ref=&ano=&offset=&referencia=21070,https://www.irun.org/fototeca/fcruz104/21070.tif,fcruz104,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruz104,requiere_confirmacion_archivo
21071,1961 - 1961,"El General del Alarde, Ricardo Rodríquez, entrando en la plaza San Juan (1961)",https://www.irun.org/archivo/fototeca_ficha.asp?texto=alarde+irun&ref=&ano=&offset=&referencia=21071,https://www.irun.org/fototeca/fcruz104/21071.tif,fcruz104,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruz104,requiere_confirmacion_archivo
21072,1961 - 1961,El General y el Conretín de órdenes del Alarde en la plaza San Juan (1961),https://www.irun.org/archivo/fototeca_ficha.asp?texto=alarde+irun&ref=&ano=&offset=&referencia=21072,https://www.irun.org/fototeca/fcruz104/21072.tif,fcruz104,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruz104,requiere_confirmacion_archivo
21073,1961 - 1961,Llamada a capitanes durante la edición del Alarde de San Marcial (1961),https://www.irun.org/archivo/fototeca_ficha.asp?texto=alarde+irun&ref=&ano=&offset=&referencia=21073,https://www.irun.org/fototeca/fcruz104/21073.tif,fcruz104,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruz104,requiere_confirmacion_archivo
21074,1961 - 1961,Llamada a capitanes durante la edición del Alarde de San Marcial (1961),https://www.irun.org/archivo/fototeca_ficha.asp?texto=alarde+irun&ref=&ano=&offset=&referencia=21074,https://www.irun.org/fototeca/fcruz104/21074.tif,fcruz104,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruz104,requiere_confirmacion_archivo
21075,1961 - 1961,Llamada a capitanes durante la edición del Alarde de San Marcial (1961),https://www.irun.org/archivo/fototeca_ficha.asp?texto=alarde+irun&ref=&ano=&offset=&referencia=21075,https://www.irun.org/fototeca/fcruz104/21075.tif,fcruz104,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruz104,requiere_confirmacion_archivo
21076,1961 - 1961,"Miguel Cortijo y Natividad Arregui, Comandante y cantinera de la escolta de...",https://www.irun.org/archivo/fototeca_ficha.asp?texto=alarde+irun&ref=&ano=&offset=&referencia=21076,https://www.irun.org/fototeca/fcruz104/21076.tif,fcruz104,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruz104,requiere_confirmacion_archivo
21077,1961 - 1961,La escuadra de Hacheros del Alarde en la plaza San Juan Harria (1961),https://www.irun.org/archivo/fototeca_ficha.asp?texto=alarde+irun&ref=&ano=&offset=&referencia=21077,https://www.irun.org/fototeca/fcruz104/21077.tif,fcruz104,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruz104,requiere_confirmacion_archivo
21078,1961 - 1961,"Mercedes Aguirre y Ricardo Requejo, cantinera de la Tamborrada y su sargento...",https://www.irun.org/archivo/fototeca_ficha.asp?texto=alarde+irun&ref=&ano=&offset=&referencia=21078,https://www.irun.org/fototeca/fcruz104/21078.tif,fcruz104,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruz104,requiere_confirmacion_archivo
21079,1961 - 1961,"La Tamborrada, dirigida por José Sánchez-Vilchez, durante la concentración en...",https://www.irun.org/archivo/fototeca_ficha.asp?texto=alarde+irun&ref=&ano=&offset=&referencia=21079,https://www.irun.org/fototeca/fcruz104/21079.tif,fcruz104,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruz104,requiere_confirmacion_archivo
21080,1961 - 1961,"Integrantes de la escolta de Caballería del Alarde con su cantinera, Natividad...",https://www.irun.org/archivo/fototeca_ficha.asp?texto=alarde+irun&ref=&ano=&offset=&referencia=21080,https://www.irun.org/fototeca/fcruz104/21080.tif,fcruz104,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruz104,requiere_confirmacion_archivo
