referencia,ano_foto,descripcion,url_ficha,url_imagen_resultado,carpeta_imagen,fondo_o_procedencia,tipo_clasificacion,criterio_clasificacion,uso_recomendado
1554,1942 - 1942,"Antonio Arregui Lasa, Comandante del Alarde de San Marcial, en la plaza San...",https://www.irun.org/archivo/fototeca_ficha.asp?texto=alarde+irun&ref=&ano=&offset=&referencia=1554,https://www.irun.org/fototeca/fcruzpe1/1554.jpg,fcruzpe1,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruzpe1,requiere_confirmacion_archivo
1555,1942 - 1942,Eusebio Pedrós luciendo la medalla que le fue impuesta con motivo de su 25...,https://www.irun.org/archivo/fototeca_ficha.asp?texto=alarde+irun&ref=&ano=&offset=&referencia=1555,https://www.irun.org/fototeca/fcruzpe1/1555.jpg,fcruzpe1,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruzpe1,requiere_confirmacion_archivo
1556,-,"Integrantes y Cantinera de la II Compañía del Pueblo del Alarde de San Marcial,...",https://www.irun.org/archivo/fototeca_ficha.asp?texto=alarde+irun&ref=&ano=&offset=&referencia=1556,https://www.irun.org/fototeca/fcruzpe1/1556.jpg,fcruzpe1,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruzpe1,requiere_confirmacion_archivo
1557,1939 - 1940,"Conchita Olaguibel, cantinera de la Escolta de Caballeria del Alarde en 1939 y...",https://www.irun.org/archivo/fototeca_ficha.asp?texto=alarde+irun&ref=&ano=&offset=&referencia=1557,https://www.irun.org/fototeca/fcruzpe1/1557.jpg,fcruzpe1,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruzpe1,requiere_confirmacion_archivo
1558,1942 - 1942,Imposición por el Alcalde a Eusebio Pedrós de la medalla conmemorativa del 25...,https://www.irun.org/archivo/fototeca_ficha.asp?texto=alarde+irun&ref=&ano=&offset=&referencia=1558,https://www.irun.org/fototeca/fcruzpe1/1558.jpg,fcruzpe1,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruzpe1,requiere_confirmacion_archivo
1559,1950 - 1950,"Ana María Gil-Rodrigo, Cantinera de la escolta de Caballería del Alarde (1950)",https://www.irun.org/archivo/fototeca_ficha.asp?texto=alarde+irun&ref=&ano=&offset=&referencia=1559,https://www.irun.org/fototeca/fcruzpe1/1559.jpg,fcruzpe1,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruzpe1,requiere_confirmacion_archivo
1560,-,Cantinera e integrantes de la escolta de Caballería del Alarde en la plaza...,https://www.irun.org/archivo/fototeca_ficha.asp?texto=alarde+irun&ref=&ano=&offset=&referencia=1560,https://www.irun.org/fototeca/fcruzpe1/1560.jpg,fcruzpe1,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruzpe1,requiere_confirmacion_archivo
1561,1942 - 1942,Saluda de Eusebio Pedrós luciendo la medalla que le fue impuesta con motivo de...,https://www.irun.org/archivo/fototeca_ficha.asp?texto=alarde+irun&ref=&ano=&offset=&referencia=1561,https://www.irun.org/fototeca/fcruzpe1/1561.jpg,fcruzpe1,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruzpe1,requiere_confirmacion_archivo
1562,-,Llamada a Capitanes en una de las ediciones del Alarde de la década de 1940,https://www.irun.org/archivo/fototeca_ficha.asp?texto=alarde+irun&ref=&ano=&offset=&referencia=1562,https://www.irun.org/fototeca/fcruzpe1/1562.jpg,fcruzpe1,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruzpe1,requiere_confirmacion_archivo
1563,1950 - 1950,Saluda de Eusebio Pedrós luciendo la medalla que le fue impuesta en 1942 con...,https://www.irun.org/archivo/fototeca_ficha.asp?texto=alarde+irun&ref=&ano=&offset=&referencia=1563,https://www.irun.org/fototeca/fcruzpe1/1563.jpg,fcruzpe1,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruzpe1,requiere_confirmacion_archivo
1564,1942 - 1944,"El General, el Tambor Mayor y el Cabo de Hacheros en una de las ediciones del...",https://www.irun.org/archivo/fototeca_ficha.asp?texto=alarde+irun&ref=&ano=&offset=&referencia=1564,https://www.irun.org/fototeca/fcruzpe1/1564.jpg,fcruzpe1,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruzpe1,requiere_confirmacion_archivo
1565,1948 - 1948,Saluda de Eusebio Pedrós luciendo la medalla que le fue impuesta en 1942 con...,https://www.irun.org/archivo/fototeca_ficha.asp?texto=alarde+irun&ref=&ano=&offset=&referencia=1565,https://www.irun.org/fototeca/fcruzpe1/1565.jpg,fcruzpe1,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruzpe1,requiere_confirmacion_archivo
1566,1953 - 1953,"Ricardo Rodríguez, General del Alarde de San Marcial durante la concentración...",https://www.irun.org/archivo/fototeca_ficha.asp?texto=alarde+irun&ref=&ano=&offset=&referencia=1566,https://www.irun.org/fototeca/fcruzpe1/1566.jpg,fcruzpe1,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruzpe1,requiere_confirmacion_archivo
1567,1942 - 1942,Eusebio Pedrós luciendo la medalla que le fue impuesta en 1942 con motivo de su...,https://www.irun.org/archivo/fototeca_ficha.asp?texto=alarde+irun&ref=&ano=&offset=&referencia=1567,https://www.irun.org/fototeca/fcruzpe1/1567.jpg,fcruzpe1,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruzpe1,requiere_confirmacion_archivo
1568,1942 - 1942,Eusebio Pedrós luciendo la medalla que le fue impuesta en 1942 con motivo de su...,https://www.irun.org/archivo/fototeca_ficha.asp?texto=alarde+irun&ref=&ano=&offset=&referencia=1568,https://www.irun.org/fototeca/fcruzpe1/1568.jpg,fcruzpe1,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruzpe1,requiere_confirmacion_archivo
