referencia,ano_foto,descripcion,url_ficha,url_imagen_resultado
1601,1969 - 1969,"Magdalena Martín Irurzun, cantinera de la Compañía San Miguel del Alarde de...",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=1601,https://www.irun.org/fototeca/fcruzpe1/1601.jpg
1602,1969 - 1969,"Retrato de Carmen Peña Othaiz, cantinera de la Tamborrada del Alarde en 1969",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=1602,https://www.irun.org/fototeca/fcruzpe1/1602.jpg
1603,1970 - 1970,"Magdalena Amiano, cantinera de la Compañía Ama Shantalen del Alarde en 1970",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=1603,https://www.irun.org/fototeca/fcruzpe1/1603.jpg
1604,1970 - 1970,"Magdalena Amiano, cantinera de la Compañía Ama Shantalen del Alarde en 1970",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=1604,https://www.irun.org/fototeca/fcruzpe1/1604.jpg
1605,1970 - 1970,"Magdalena Amiano, cantinera de la Compañía Ama Shantalen del Alarde en 1970",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=1605,https://www.irun.org/fototeca/fcruzpe1/1605.jpg
1606,1969 - 1969,"Magdalena Martín Irurzun, cantinera de la Compañía San Miguel del Alarde de...",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=1606,https://www.irun.org/fototeca/fcruzpe1/1606.jpg
1607,1969 - 1969,"Magdalena Martín Irurzun, cantinera de la Compañía San Miguel del Alarde de...",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=1607,https://www.irun.org/fototeca/fcruzpe1/1607.jpg
1608,1969 - 1969,"Magdalena Martín Irurzun, cantinera de la Compañía San Miguel del Alarde de...",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=1608,https://www.irun.org/fototeca/fcruzpe1/1608.jpg
1609,1969 - 1969,"Retrato de Carmen Peña Othaiz, cantinera de la Tamborrada del Alarde en 1969",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=1609,https://www.irun.org/fototeca/fcruz54/1609.jpg
1610,1969 - 1969,"Retrato de Carmen Peña Othaiz, cantinera de la Tamborrada del Alarde en 1969",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=1610,https://www.irun.org/fototeca/fcruz54/1610.jpg
1611,1969 - 1969,"Juana María Errandonea, cantinera de la Compañía Santiago en 1969",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=1611,https://www.irun.org/fototeca/fcruzpe1/1611.jpg
1612,1969 - 1969,"Juana María Errandonea, cantinera de la Compañía Santiago del Alarde en 1969",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=1612,https://www.irun.org/fototeca/fcruzpe1/1612.jpg
1613,1969 - 1969,"Juana María Errandonea, cantinera de la Compañía Santiago del Alarde en 1969",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=1613,https://www.irun.org/fototeca/fcruzpe1/1613.jpg
1614,1969 - 1969,"Juana María Errandonea, cantinera de la Compañía Santiago del Alarde en 1969",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=1614,https://www.irun.org/fototeca/fcruzpe1/1614.jpg
1615,1967 - 1967,"Retrato de Julia Esparcia Urquia, cantinera de la Tamborrada del Alarde en 1967",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=1615,https://www.irun.org/fototeca/fcruzpe1/1615.jpg
1618,-,"Joven ataviada de cantinera del Alarde, junto a otros elementos simbólicos de...",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=1618,https://www.irun.org/fototeca/fcruzpe1/1618.jpg
1619,-,"Joven ataviada de cantinera del Alarde, junto a otros elementos simbólicos de...",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=1619,https://www.irun.org/fototeca/fcruzpe1/1619.jpg
1620,-,"Joven ataviada de cantinera del Alarde, junto a otros elementos simbólicos de...",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=1620,https://www.irun.org/fototeca/fcruzpe1/1620.jpg
1621,-,"Joven ataviada de cantinera del Alarde, junto a otros elementos simbólicos de...",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=1621,https://www.irun.org/fototeca/fcruzpe1/1621.jpg
1622,-,"Joven ataviada de cantinera del Alarde, junto a otros elementos simbólicos de...",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=1622,https://www.irun.org/fototeca/fcruzpe1/1622.jpg
1623,-,"Joven ataviada de cantinera del Alarde, junto a otros elementos simbólicos de...",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=1623,https://www.irun.org/fototeca/fcruzpe1/1623.jpg
1624,-,"Joven ataviada de cantinera del Alarde, junto a otros elementos simbólicos de...",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=1624,https://www.irun.org/fototeca/fcruzpe1/1624.jpg
1625,-,"Joven ataviada de cantinera del Alarde, junto a otros elementos simbólicos de...",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=1625,https://www.irun.org/fototeca/fcruzpe1/1625.jpg
1626,-,"Joven ataviada de cantinera del Alarde, junto a otros elementos simbólicos de...",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=1626,https://www.irun.org/fototeca/fcruzpe1/1626.jpg
1632,1974 - 1974,Cartel anunciador de las fiestas de San Pedro y San Marcial (1974),https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=1632,https://www.irun.org/fototeca/fcruzpe1/1632.jpg
