referencia,ano_foto,descripcion,url_ficha,url_imagen_resultado,carpeta_imagen,fondo_o_procedencia,tipo_clasificacion,criterio_clasificacion,uso_recomendado
144,-,"Botella y vasos en porcelana, decorados con motivos del Alarde de Irun ...",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=144,https://www.irun.org/fototeca/fcruzpe1/144.jpg,fcruzpe1,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruzpe1,requiere_confirmacion_archivo
152,-,Botellas y vasos en porcelana decorados con motivos del Alarde de Irun...,https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=152,https://www.irun.org/fototeca/fcruzpe1/152.jpg,fcruzpe1,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruzpe1,requiere_confirmacion_archivo
153,-,Botellas y vasos en porcelana decorados con motivos del Alarde de Irun...,https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=153,https://www.irun.org/fototeca/fcruzpe1/153.jpg,fcruzpe1,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruzpe1,requiere_confirmacion_archivo
1551,-,Cantinera de la Escolta de Caballería durante la concentración en la plaza San...,https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=1551,https://www.irun.org/fototeca/fcruzpe1/1551.jpg,fcruzpe1,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruzpe1,requiere_confirmacion_archivo
1556,-,"Integrantes y Cantinera de la II Compañía del Pueblo del Alarde de San Marcial,...",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=1556,https://www.irun.org/fototeca/fcruzpe1/1556.jpg,fcruzpe1,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruzpe1,requiere_confirmacion_archivo
1557,1939 - 1940,"Conchita Olaguibel, cantinera de la Escolta de Caballeria del Alarde en 1939 y...",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=1557,https://www.irun.org/fototeca/fcruzpe1/1557.jpg,fcruzpe1,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruzpe1,requiere_confirmacion_archivo
1559,1950 - 1950,"Ana María Gil-Rodrigo, Cantinera de la escolta de Caballería del Alarde (1950)",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=1559,https://www.irun.org/fototeca/fcruzpe1/1559.jpg,fcruzpe1,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruzpe1,requiere_confirmacion_archivo
1560,-,Cantinera e integrantes de la escolta de Caballería del Alarde en la plaza...,https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=1560,https://www.irun.org/fototeca/fcruzpe1/1560.jpg,fcruzpe1,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruzpe1,requiere_confirmacion_archivo
1570,1953 - 1953,Escolta de Caballería del Alarde de San Marcial con su cantinera Pilar...,https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=1570,https://www.irun.org/fototeca/fcruzpe1/1570.jpg,fcruzpe1,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruzpe1,requiere_confirmacion_archivo
1571,1953 - 1953,Escolta de Caballería del Alarde de San Marcial con su cantinera Pilar...,https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=1571,https://www.irun.org/fototeca/fcruzpe1/1571.jpg,fcruzpe1,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruzpe1,requiere_confirmacion_archivo
1572,1953 - 1953,"Cantinera (Luisa Zubizarreta Echezarreta), sargento acompañante (José Luis...",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=1572,https://www.irun.org/fototeca/fcruzpe1/1572.jpg,fcruzpe1,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruzpe1,requiere_confirmacion_archivo
1573,1953 - 1953,"Pilar Garmendia Otamendi, cantinera de la Escolta de Caballería del Alarde en...",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=1573,https://www.irun.org/fototeca/fcruzpe1/1573.jpg,fcruzpe1,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruzpe1,requiere_confirmacion_archivo
1574,1949 - 1949,"Juncal Sorzabal, cantinera de la Compañía Arkolla del Alarde de Hondarribia en...",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=1574,https://www.irun.org/fototeca/fcruzpe1/1574.jpg,fcruzpe1,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruzpe1,requiere_confirmacion_archivo
1575,1898 - 1898,Ciudadanos e integrantes del Alarde en el monte San Marcial (30 de junio de...,https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=1575,https://www.irun.org/fototeca/fcruzpe1/1575.jpg,fcruzpe1,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruzpe1,requiere_confirmacion_archivo
1576,1942 - 1942,"La Banda de Música del Alarde con su cantinera, María Jesús Urcelay, a su paso...",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=1576,https://www.irun.org/fototeca/fcruzpe1/1576.jpg,fcruzpe1,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruzpe1,requiere_confirmacion_archivo
1577,1948 - 1948,"Maribel Urrizar Urbina, Cantinera de la Compañía Mendelu del Alarde de...",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=1577,https://www.irun.org/fototeca/fcruzpe1/1577.jpg,fcruzpe1,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruzpe1,requiere_confirmacion_archivo
1578,1948 - 1948,"Maribel Urrizar Urbina, Cantinera de la Compañía Mendelu del Alarde de...",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=1578,https://www.irun.org/fototeca/fcruzpe1/1578.jpg,fcruzpe1,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruzpe1,requiere_confirmacion_archivo
1579,1948 - 1948,"María del Carmen Casillas Gil, Cantinera de Artillería del Alarde de Irun...",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=1579,https://www.irun.org/fototeca/fcruzpe1/1579.jpg,fcruzpe1,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruzpe1,requiere_confirmacion_archivo
1580,1966 - 1966,"Felisa Crespo, cantinera de la Banda de Música del Alarde de Irun en 1966",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=1580,https://www.irun.org/fototeca/fcruzpe1/1580.jpg,fcruzpe1,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruzpe1,requiere_confirmacion_archivo
1581,-,Cantinera del Alarde de San Marcial. Anotación del autor en el negativo:...,https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=1581,https://www.irun.org/fototeca/fcruzpe1/1581.jpg,fcruzpe1,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruzpe1,requiere_confirmacion_archivo
1584,1947 - 1947,"María Antonia Vergara, Cantinera de la Compañía San Miguel del Alarde (1947)",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=1584,https://www.irun.org/fototeca/fcruzpe1/1584.jpg,fcruzpe1,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruzpe1,requiere_confirmacion_archivo
1585,1947 - 1947,"María Antonia Vergara, Cantinera de la Compañía San Miguel del Alarde (1947)",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=1585,https://www.irun.org/fototeca/fcruzpe1/1585.jpg,fcruzpe1,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruzpe1,requiere_confirmacion_archivo
1587,1945 - 1945,"María Juncal Navas, Cantinera de la Banda de Música del Alarde de Irun (1945)",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=1587,https://www.irun.org/fototeca/fcruzpe1/1587.jpg,fcruzpe1,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruzpe1,requiere_confirmacion_archivo
1588,1945 - 1945,"María Juncal Navas, Cantinera de la Banda de Música del Alarde de Irun (1945)",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=1588,https://www.irun.org/fototeca/fcruzpe1/1588.jpg,fcruzpe1,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruzpe1,requiere_confirmacion_archivo
1589,1958 - 1958,"María Luisa Martínez, cantinera de la Escolta de Caballería del Alarde de Irun...",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=1589,https://www.irun.org/fototeca/fcruzpe1/1589.jpg,fcruzpe1,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruzpe1,requiere_confirmacion_archivo
1590,1958 - 1958,"María Luisa Martínez, cantinera de la Escolta de Caballería del Alarde de Irun...",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=1590,https://www.irun.org/fototeca/fcruzpe1/1590.jpg,fcruzpe1,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruzpe1,requiere_confirmacion_archivo
1591,1958 - 1958,"Miren Ponte, Cantinera de la Compañía Real Unión del Alarde (1958)",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=1591,https://www.irun.org/fototeca/fcruz53/1591.jpg,fcruz53,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruz53,requiere_confirmacion_archivo
1592,-,Cantinera de la escolta de Caballería del Alarde de Irun. Foto Kruz,https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=1592,https://www.irun.org/fototeca/fcruzpe1/1592.jpg,fcruzpe1,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruzpe1,requiere_confirmacion_archivo
1594,1969 - 1969,"Asunción Zapirain, cantinera de la Compañía Anaka del Alarde en 1969",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=1594,https://www.irun.org/fototeca/fcruzpe1/1594.jpg,fcruzpe1,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruzpe1,requiere_confirmacion_archivo
1595,1969 - 1969,"Asunción Zapirain, cantinera de la Compañía Anaka del Alarde en 1969",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=1595,https://www.irun.org/fototeca/fcruzpe1/1595.jpg,fcruzpe1,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruzpe1,requiere_confirmacion_archivo
1596,1969 - 1969,"Asunción Zapirain, cantinera de la Compañía Anaka del Alarde en 1969",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=1596,https://www.irun.org/fototeca/fcruzpe1/1596.jpg,fcruzpe1,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruzpe1,requiere_confirmacion_archivo
1597,1969 - 1969,"Asunción Zapirain, cantinera de la Compañía Anaka del Alarde en 1969",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=1597,https://www.irun.org/fototeca/fcruzpe1/1597.jpg,fcruzpe1,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruzpe1,requiere_confirmacion_archivo
1598,1969 - 1969,"Juncal Arzak, cantinera de la Banda de Música del Alarde de Irun en 1969",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=1598,https://www.irun.org/fototeca/fcruzpe1/1598.jpg,fcruzpe1,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruzpe1,requiere_confirmacion_archivo
1599,1969 - 1969,"Juncal Arzak, cantinera de la Banda de Música del Alarde de Irun en 1969",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=1599,https://www.irun.org/fototeca/fcruzpe1/1599.jpg,fcruzpe1,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruzpe1,requiere_confirmacion_archivo
1600,1969 - 1969,"Juncal Arzak, cantinera de la Banda de Música del Alarde de Irun en 1969",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=1600,https://www.irun.org/fototeca/fcruzpe1/1600.jpg,fcruzpe1,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruzpe1,requiere_confirmacion_archivo
1601,1969 - 1969,"Magdalena Martín Irurzun, cantinera de la Compañía San Miguel del Alarde de...",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=1601,https://www.irun.org/fototeca/fcruzpe1/1601.jpg,fcruzpe1,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruzpe1,requiere_confirmacion_archivo
1602,1969 - 1969,"Retrato de Carmen Peña Othaiz, cantinera de la Tamborrada del Alarde en 1969",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=1602,https://www.irun.org/fototeca/fcruzpe1/1602.jpg,fcruzpe1,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruzpe1,requiere_confirmacion_archivo
1603,1970 - 1970,"Magdalena Amiano, cantinera de la Compañía Ama Shantalen del Alarde en 1970",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=1603,https://www.irun.org/fototeca/fcruzpe1/1603.jpg,fcruzpe1,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruzpe1,requiere_confirmacion_archivo
1604,1970 - 1970,"Magdalena Amiano, cantinera de la Compañía Ama Shantalen del Alarde en 1970",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=1604,https://www.irun.org/fototeca/fcruzpe1/1604.jpg,fcruzpe1,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruzpe1,requiere_confirmacion_archivo
1605,1970 - 1970,"Magdalena Amiano, cantinera de la Compañía Ama Shantalen del Alarde en 1970",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=1605,https://www.irun.org/fototeca/fcruzpe1/1605.jpg,fcruzpe1,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruzpe1,requiere_confirmacion_archivo
1606,1969 - 1969,"Magdalena Martín Irurzun, cantinera de la Compañía San Miguel del Alarde de...",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=1606,https://www.irun.org/fototeca/fcruzpe1/1606.jpg,fcruzpe1,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruzpe1,requiere_confirmacion_archivo
1607,1969 - 1969,"Magdalena Martín Irurzun, cantinera de la Compañía San Miguel del Alarde de...",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=1607,https://www.irun.org/fototeca/fcruzpe1/1607.jpg,fcruzpe1,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruzpe1,requiere_confirmacion_archivo
1608,1969 - 1969,"Magdalena Martín Irurzun, cantinera de la Compañía San Miguel del Alarde de...",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=1608,https://www.irun.org/fototeca/fcruzpe1/1608.jpg,fcruzpe1,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruzpe1,requiere_confirmacion_archivo
1609,1969 - 1969,"Retrato de Carmen Peña Othaiz, cantinera de la Tamborrada del Alarde en 1969",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=1609,https://www.irun.org/fototeca/fcruz54/1609.jpg,fcruz54,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruz54,requiere_confirmacion_archivo
1610,1969 - 1969,"Retrato de Carmen Peña Othaiz, cantinera de la Tamborrada del Alarde en 1969",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=1610,https://www.irun.org/fototeca/fcruz54/1610.jpg,fcruz54,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruz54,requiere_confirmacion_archivo
1611,1969 - 1969,"Juana María Errandonea, cantinera de la Compañía Santiago en 1969",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=1611,https://www.irun.org/fototeca/fcruzpe1/1611.jpg,fcruzpe1,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruzpe1,requiere_confirmacion_archivo
1612,1969 - 1969,"Juana María Errandonea, cantinera de la Compañía Santiago del Alarde en 1969",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=1612,https://www.irun.org/fototeca/fcruzpe1/1612.jpg,fcruzpe1,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruzpe1,requiere_confirmacion_archivo
1613,1969 - 1969,"Juana María Errandonea, cantinera de la Compañía Santiago del Alarde en 1969",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=1613,https://www.irun.org/fototeca/fcruzpe1/1613.jpg,fcruzpe1,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruzpe1,requiere_confirmacion_archivo
1614,1969 - 1969,"Juana María Errandonea, cantinera de la Compañía Santiago del Alarde en 1969",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=1614,https://www.irun.org/fototeca/fcruzpe1/1614.jpg,fcruzpe1,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruzpe1,requiere_confirmacion_archivo
1615,1967 - 1967,"Retrato de Julia Esparcia Urquia, cantinera de la Tamborrada del Alarde en 1967",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=1615,https://www.irun.org/fototeca/fcruzpe1/1615.jpg,fcruzpe1,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruzpe1,requiere_confirmacion_archivo
1618,-,"Joven ataviada de cantinera del Alarde, junto a otros elementos simbólicos de...",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=1618,https://www.irun.org/fototeca/fcruzpe1/1618.jpg,fcruzpe1,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruzpe1,requiere_confirmacion_archivo
1619,-,"Joven ataviada de cantinera del Alarde, junto a otros elementos simbólicos de...",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=1619,https://www.irun.org/fototeca/fcruzpe1/1619.jpg,fcruzpe1,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruzpe1,requiere_confirmacion_archivo
1620,-,"Joven ataviada de cantinera del Alarde, junto a otros elementos simbólicos de...",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=1620,https://www.irun.org/fototeca/fcruzpe1/1620.jpg,fcruzpe1,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruzpe1,requiere_confirmacion_archivo
1621,-,"Joven ataviada de cantinera del Alarde, junto a otros elementos simbólicos de...",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=1621,https://www.irun.org/fototeca/fcruzpe1/1621.jpg,fcruzpe1,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruzpe1,requiere_confirmacion_archivo
1622,-,"Joven ataviada de cantinera del Alarde, junto a otros elementos simbólicos de...",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=1622,https://www.irun.org/fototeca/fcruzpe1/1622.jpg,fcruzpe1,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruzpe1,requiere_confirmacion_archivo
1623,-,"Joven ataviada de cantinera del Alarde, junto a otros elementos simbólicos de...",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=1623,https://www.irun.org/fototeca/fcruzpe1/1623.jpg,fcruzpe1,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruzpe1,requiere_confirmacion_archivo
1624,-,"Joven ataviada de cantinera del Alarde, junto a otros elementos simbólicos de...",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=1624,https://www.irun.org/fototeca/fcruzpe1/1624.jpg,fcruzpe1,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruzpe1,requiere_confirmacion_archivo
1625,-,"Joven ataviada de cantinera del Alarde, junto a otros elementos simbólicos de...",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=1625,https://www.irun.org/fototeca/fcruzpe1/1625.jpg,fcruzpe1,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruzpe1,requiere_confirmacion_archivo
1626,-,"Joven ataviada de cantinera del Alarde, junto a otros elementos simbólicos de...",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=1626,https://www.irun.org/fototeca/fcruzpe1/1626.jpg,fcruzpe1,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruzpe1,requiere_confirmacion_archivo
1632,1974 - 1974,Cartel anunciador de las fiestas de San Pedro y San Marcial (1974),https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=1632,https://www.irun.org/fototeca/fcruzpe1/1632.jpg,fcruzpe1,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruzpe1,requiere_confirmacion_archivo
1633,1974 - 1974,Cartel anunciador de las fiestas de San Pedro y San Marcial (1974),https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=1633,https://www.irun.org/fototeca/fcruzpe1/1633.jpg,fcruzpe1,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruzpe1,requiere_confirmacion_archivo
1636,1945 - 1947,"Pilar Lizargarate, cantinera de la Compañía Kosta del Alarde de Hondarribia en...",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=1636,https://www.irun.org/fototeca/fcruzpe1/1636.jpg,fcruzpe1,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruzpe1,requiere_confirmacion_archivo
1637,1946 - 1946,"Consuelo Vázquez, Cantinera de la Compañía Santiago del Alarde (1946)",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=1637,https://www.irun.org/fototeca/fcruzpe1/1637.jpg,fcruzpe1,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruzpe1,requiere_confirmacion_archivo
1638,1946 - 1946,"Consuelo Vázquez, Cantinera de la Compañía Santiago del Alarde (1946)",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=1638,https://www.irun.org/fototeca/fcruzpe1/1638.jpg,fcruzpe1,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruzpe1,requiere_confirmacion_archivo
1639,1946 - 1946,"Carmen Amantegui, Cantinera de la Compañía Real Unión del Alarde (1946)",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=1639,https://www.irun.org/fototeca/fcruzpe1/1639.jpg,fcruzpe1,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruzpe1,requiere_confirmacion_archivo
1640,1946 - 1946,"María Angeles Otondo, Cantinera de la Compañía Ama Shantalen del Alarde (1946)",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=1640,https://www.irun.org/fototeca/fcruzpe1/1640.jpg,fcruzpe1,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruzpe1,requiere_confirmacion_archivo
1641,1946 - 1946,"María Angeles Otondo y José María Otondo, Cantinera y Capitán de la Compañía...",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=1641,https://www.irun.org/fototeca/fcruzpe1/1641.jpg,fcruzpe1,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruzpe1,requiere_confirmacion_archivo
1642,1946 - 1946,"Carmen Igiñiz, Cantinera de la Compañía Lapize del Alarde (1946)",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=1642,https://www.irun.org/fototeca/fcruzpe1/1642.jpg,fcruzpe1,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruzpe1,requiere_confirmacion_archivo
1643,1946 - 1946,"Marichu Egüés, Cantinera de la Compañía Behobia del Alarde (1946)",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=1643,https://www.irun.org/fototeca/fcruzpe1/1643.jpg,fcruzpe1,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruzpe1,requiere_confirmacion_archivo
1644,1946 - 1946,"Maritxu Iridoi, Cantinera de la Compañía San Miguel del Alarde (1946)",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=1644,https://www.irun.org/fototeca/fcruzpe1/1644.jpg,fcruzpe1,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruzpe1,requiere_confirmacion_archivo
1645,1946 - 1947,"María Pilar Vesga Echaide, Cantinera de la Tamborrada en las ediciones de 1946...",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=1645,https://www.irun.org/fototeca/fcruzpe1/1645.jpg,fcruzpe1,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruzpe1,requiere_confirmacion_archivo
1648,1946 - 1946,"Teresa Larraza, cantinera de la Compañía Anaka del Alarde (1946)",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=1648,https://www.irun.org/fototeca/fcruzpe1/1648.jpg,fcruzpe1,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruzpe1,requiere_confirmacion_archivo
1649,1946 - 1946,"Pepita Silván, Cantinera de la Compañía Buenos Amigos del Alarde (1946)",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=1649,https://www.irun.org/fototeca/fcruzpe1/1649.jpg,fcruzpe1,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruzpe1,requiere_confirmacion_archivo
1651,1945 - 1946,"Carmen Rubert Arocena, cantinera de la Banda de Música del Alarde de...",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=1651,https://www.irun.org/fototeca/fcruzpe1/1651.jpg,fcruzpe1,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruzpe1,requiere_confirmacion_archivo
1652,1948 - 1948,"Integrantes y Cantinera de la Tamborrada, María Luisa Muñoz, en la plaza San...",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=1652,https://www.irun.org/fototeca/fcruzpe1/1652.jpg,fcruzpe1,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruzpe1,requiere_confirmacion_archivo
1656,1946 - 1946,"Eloína Sanz Marcos, Cantinera de la Compañía Mendelu del Alarde de Hondarribia ...",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=1656,https://www.irun.org/fototeca/fcruzpe1/1656.jpg,fcruzpe1,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruzpe1,requiere_confirmacion_archivo
