referencia,ano_foto,descripcion,url_ficha,url_imagen_resultado,carpeta_imagen,fondo_o_procedencia,tipo_clasificacion,criterio_clasificacion,uso_recomendado
11328,-,Compañía del Alarde de Hondarribia dirigiéndose a la calle Mayor. Foto Kruz,https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=11328,https://www.irun.org/fototeca/fcruzp11/11328.jpg,fcruzp11,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruzp11,requiere_confirmacion_archivo
11329,-,Compañía del Alarde de Hondarribia dirigiéndose a la calle Mayor. Foto Kruz,https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=11329,https://www.irun.org/fototeca/fcruzp11/11329.jpg,fcruzp11,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruzp11,requiere_confirmacion_archivo
11331,1950 - 1951,Batería de Artillería del Alarde de Hondarribia dirigiéndose a la calle Mayor....,https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=11331,https://www.irun.org/fototeca/fcruzp11/11331.jpg,fcruzp11,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruzp11,requiere_confirmacion_archivo
11332,-,Escolta de Caballería y Burgomaestre (José Ramón Lazkanotegi) del Alarde de...,https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=11332,https://www.irun.org/fototeca/fcruzp11/11332.jpg,fcruzp11,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruzp11,requiere_confirmacion_archivo
11333,-,Escolta de Caballería y Burgomaestre del Alarde de Hondarribia en la Plaza de...,https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=11333,https://www.irun.org/fototeca/fcruzp11/11333.jpg,fcruzp11,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruzp11,requiere_confirmacion_archivo
11336,-,La Tamborrada del Alarde de Hondarribia haciendo entrada en la plaza de Armas....,https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=11336,https://www.irun.org/fototeca/fcruzp11/11336.jpg,fcruzp11,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruzp11,requiere_confirmacion_archivo
11337,-,Escolta de Caballería y Burgomaestre (José Ramón Lazkanotegi) del Alarde de...,https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=11337,https://www.irun.org/fototeca/fcruzp11/11337.jpg,fcruzp11,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruzp11,requiere_confirmacion_archivo
11340,-,"Burgomaestre, Cornetín de órdenes y Escolta de Caballería del Alarde de...",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=11340,https://www.irun.org/fototeca/fcruzp11/11340.jpg,fcruzp11,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruzp11,requiere_confirmacion_archivo
11341,-,"Burgomaestre, Escolta de Caballería y Cornetín de órdenes del Alarde de...",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=11341,https://www.irun.org/fototeca/fcruzp11/11341.jpg,fcruzp11,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruzp11,requiere_confirmacion_archivo
11343,-,Escolta de Caballería del Alarde de Hondarribia bajando la calle Mayor. Foto...,https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=11343,https://www.irun.org/fototeca/fcruzp11/11343.jpg,fcruzp11,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruzp11,requiere_confirmacion_archivo
11427,1952 - 1952,Compañía del Alarde de San Marcial saliendo de la Plaza San Juan,https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=11427,https://www.irun.org/fototeca/fcruzp11/11427.jpg,fcruzp11,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruzp11,requiere_confirmacion_archivo
11435,1952 - 1952,"La Tamborrada del Alarde de San Marcial, con su cantinera Carmen Lecuona,...",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=11435,https://www.irun.org/fototeca/fcruzp11/11435.jpg,fcruzp11,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruzp11,requiere_confirmacion_archivo
11437,1952 - 1952,"Banda de Música del Alarde, con su cantinera Mercedes Agesta, accediendo a la...",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=11437,https://www.irun.org/fototeca/fcruzp11/11437.jpg,fcruzp11,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruzp11,requiere_confirmacion_archivo
11438,1952 - 1952,"Banda de Música del Alarde, con su cantinera Mercedes Agesta, accediendo a la...",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=11438,https://www.irun.org/fototeca/fcruzp11/11438.jpg,fcruzp11,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruzp11,requiere_confirmacion_archivo
11441,1952 - 1952,"Escolta de Caballería del Alarde de San Marcial, con su cantinera María José...",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=11441,https://www.irun.org/fototeca/fcruzp11/11441.jpg,fcruzp11,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruzp11,requiere_confirmacion_archivo
11443,1952 - 1952,"La Compañía Behobia del Alarde con su cantinera, Juncal Berrospe, accediendo a...",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=11443,https://www.irun.org/fototeca/fcruzp11/11443.jpg,fcruzp11,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruzp11,requiere_confirmacion_archivo
11444,1952 - 1952,"Juncal Berrospe, cantinera de la Compañía Behobia del Alarde en los momentos...",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=11444,https://www.irun.org/fototeca/fcruzp11/11444.jpg,fcruzp11,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruzp11,requiere_confirmacion_archivo
11445,1952 - 1952,"La Compañía Ventas con su cantinera, Pepita Ibargoyen, en la calle Mayor (1952)",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=11445,https://www.irun.org/fototeca/fcruzp11/11445.jpg,fcruzp11,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruzp11,requiere_confirmacion_archivo
11447,1952 - 1952,"La Compañía Meaka del Alarde con su cantinera, Merche Aizpiolea, en la plaza...",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=11447,https://www.irun.org/fototeca/fcruzp11/11447.jpg,fcruzp11,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruzp11,requiere_confirmacion_archivo
11448,1952 - 1952,"Pilar Múgica, cantinera de la Compañía Bidasoa del Alarde, en los momentos...",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=11448,https://www.irun.org/fototeca/fcruzp11/11448.jpg,fcruzp11,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruzp11,requiere_confirmacion_archivo
11449,1952 - 1952,"Victoria Berroa, Cantinera de la Compañía San Miguel del Alarde en los momentos...",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=11449,https://www.irun.org/fototeca/fcruzp11/11449.jpg,fcruzp11,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruzp11,requiere_confirmacion_archivo
11450,1952 - 1952,"La Compañía Olaberria del Alarde con su cantinera, Rosario Aramburu, en la...",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=11450,https://www.irun.org/fototeca/fcruzp11/11450.jpg,fcruzp11,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruzp11,requiere_confirmacion_archivo
11451,1952 - 1952,"María Luisa Niño, cantinera de la Compañía de Ama Shantalen del Alarde de San...",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=11451,https://www.irun.org/fototeca/fcruzp11/11451.jpg,fcruzp11,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruzp11,requiere_confirmacion_archivo
11452,1952 - 1952,"Segunda Alberdi, cantinera de Anaka accediendo a la plaza San Juan (1952)",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=11452,https://www.irun.org/fototeca/fcruzp11/11452.jpg,fcruzp11,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruzp11,requiere_confirmacion_archivo
11453,1952 - 1952,"Juncal Aranaz Arrieta, cantinera de la Compañía Buenos Amigos, accediendo a la...",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=11453,https://www.irun.org/fototeca/fcruzp11/11453.jpg,fcruzp11,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruzp11,requiere_confirmacion_archivo
11456,1952 - 1952,"Joaquina Querejeta, Cantinera de la Compañía Uranzu, accediendo a la plaza San...",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=11456,https://www.irun.org/fototeca/fcruzp11/11456.jpg,fcruzp11,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruzp11,requiere_confirmacion_archivo
11457,1952 - 1952,"La Compañía Santiago del Alarde con su cantinera, María Paz Behobide,...",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=11457,https://www.irun.org/fototeca/fcruzp11/11457.jpg,fcruzp11,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruzp11,requiere_confirmacion_archivo
11458,1952 - 1952,"La Compañía Santiago del Alarde con su cantinera, María Paz Behobide,...",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=11458,https://www.irun.org/fototeca/fcruzp11/11458.jpg,fcruzp11,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruzp11,requiere_confirmacion_archivo
11459,1952 - 1952,"Compañía Lapice del Alarde en la calle Mayor. Además de la la cantinera, María...",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=11459,https://www.irun.org/fototeca/fcruzp11/11459.jpg,fcruzp11,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruzp11,requiere_confirmacion_archivo
11460,1952 - 1952,Compañía del Alarde de Irun con su Cantinera en la calle Mayor (1952),https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=11460,https://www.irun.org/fototeca/fcruzp11/11460.jpg,fcruzp11,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruzp11,requiere_confirmacion_archivo
11461,1952 - 1952,"Mary Caballero Alvarez, cantinera de la Compañía de Renfe, apreciándose en...",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=11461,https://www.irun.org/fototeca/fcruzp11/11461.jpg,fcruzp11,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruzp11,requiere_confirmacion_archivo
11462,1952 - 1952,"María Jesús Alzaga, Cantinera y su sargento acompañante de la Batería de...",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=11462,https://www.irun.org/fototeca/fcruzp11/11462.jpg,fcruzp11,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruzp11,requiere_confirmacion_archivo
11469,1952 - 1952,"Compañía de Buenos Amigos con su Cantinera, Juncal Aranaz, a su paso por la...",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=11469,https://www.irun.org/fototeca/fcruzp11/11469.jpg,fcruzp11,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruzp11,requiere_confirmacion_archivo
11471,1952 - 1952,"La Compañía Uranzu del Alarde con su cantinera, Joaquina Querejeta, a su paso...",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=11471,https://www.irun.org/fototeca/fcruzp11/11471.jpg,fcruzp11,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruzp11,requiere_confirmacion_archivo
11472,1952 - 1952,Compañía del Alarde a su paso por la plaza San Juan (1952),https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=11472,https://www.irun.org/fototeca/fcruzp11/11472.jpg,fcruzp11,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruzp11,requiere_confirmacion_archivo
11473,1952 - 1952,"Compañía Lapice del Alarde con su cantinera, Maritxu Esteberena, a su paso por...",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=11473,https://www.irun.org/fototeca/fcruzp11/11473.jpg,fcruzp11,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruzp11,requiere_confirmacion_archivo
11483,1952 - 1952,"La Tamborrada del Alarde con su Cantinera, Carmen Lecuona, entrando en la plaza...",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=11483,https://www.irun.org/fototeca/fcruzp11/11483.jpg,fcruzp11,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruzp11,requiere_confirmacion_archivo
11486,1952 - 1952,"Banda de Música del Alarde, con su cantinera Mercedes Agesta Aizpeolea,...",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=11486,https://www.irun.org/fototeca/fcruzp11/11486.jpg,fcruzp11,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruzp11,requiere_confirmacion_archivo
11487,1952 - 1952,"Integrantes de la escolta de Caballería del Alarde, con la Cantinera María José...",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=11487,https://www.irun.org/fototeca/fcruzp11/11487.jpg,fcruzp11,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruzp11,requiere_confirmacion_archivo
11488,1952 - 1952,"Integrantes de la escolta de Caballería del Alarde, con su cantinera María José...",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=11488,https://www.irun.org/fototeca/fcruzp11/11488.jpg,fcruzp11,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruzp11,requiere_confirmacion_archivo
11489,1952 - 1952,"María José Barbeira, cantinera de la Escolta de Caballería, durante la...",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=11489,https://www.irun.org/fototeca/fcruzp11/11489.jpg,fcruzp11,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruzp11,requiere_confirmacion_archivo
11490,1952 - 1952,"María José Barbeira, cantinera de la Escolta de Caballería del Alarde, durante...",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=11490,https://www.irun.org/fototeca/fcruzp11/11490.jpg,fcruzp11,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruzp11,requiere_confirmacion_archivo
11491,1952 - 1952,"María José Barbeira, cantinera de la Escolta de Caballería del Alarde, durante...",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=11491,https://www.irun.org/fototeca/fcruzp11/11491.jpg,fcruzp11,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruzp11,requiere_confirmacion_archivo
11493,1952 - 1952,Compañía del Alarde con su Cantinera entrando en la plaza San Juan (1952),https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=11493,https://www.irun.org/fototeca/fcruzp11/11493.jpg,fcruzp11,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruzp11,requiere_confirmacion_archivo
11495,1952 - 1952,"La Compañía Anaka del Alarde con su cantinera, Segunda Alberdi, entrando en la...",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=11495,https://www.irun.org/fototeca/fcruzp11/11495.jpg,fcruzp11,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruzp11,requiere_confirmacion_archivo
11496,1952 - 1952,"La Compañía Buenos Amigos con su Cantinera, Juncal Aranaz, entrando en la plaza...",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=11496,https://www.irun.org/fototeca/fcruzp11/11496.jpg,fcruzp11,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruzp11,requiere_confirmacion_archivo
11498,1952 - 1952,"María José Barbeira, cantinera de la Escolta de Caballería del Alarde, durante...",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=11498,https://www.irun.org/fototeca/fcruzp11/11498.jpg,fcruzp11,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruzp11,requiere_confirmacion_archivo
11502,1952 - 1952,"La Compañia RENFE del Alarde entrando en la plaza San Juan con su cantinera,...",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=11502,https://www.irun.org/fototeca/fcruzp11/11502.jpg,fcruzp11,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruzp11,requiere_confirmacion_archivo
11503,1952 - 1952,"La Batería de Artillería del Alarde entrando en la plaza San Juan, siendo su...",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=11503,https://www.irun.org/fototeca/fcruzp11/11503.jpg,fcruzp11,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruzp11,requiere_confirmacion_archivo
11504,1952 - 1952,"Integrantes de la escolta de Caballería con su cantinera, María José Barbeira,...",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=11504,https://www.irun.org/fototeca/fcruzp11/11504.jpg,fcruzp11,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruzp11,requiere_confirmacion_archivo
11512,1952 - 1952,Integrantes de la Escuadra de Hacheros y la Tamborrada del Alarde durante la...,https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=11512,https://www.irun.org/fototeca/fcruzp11/11512.jpg,fcruzp11,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruzp11,requiere_confirmacion_archivo
11514,1952 - 1952,"Carmen Lecuona y Ramón Martínez, Cantinera de la Tamborrada y su sargento...",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=11514,https://www.irun.org/fototeca/fcruzp11/11514.jpg,fcruzp11,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruzp11,requiere_confirmacion_archivo
11515,-,Cantinera del Alarde de Hondarribia. Foto Kruz,https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=11515,https://www.irun.org/fototeca/fcruzp11/11515.jpg,fcruzp11,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruzp11,requiere_confirmacion_archivo
11516,-,Cantinera del Alarde de Hondarribia. Foto Kruz,https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=11516,https://www.irun.org/fototeca/fcruzp11/11516.jpg,fcruzp11,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruzp11,requiere_confirmacion_archivo
11517,-,Cantinera del Alarde de Hondarribia. Foto Kruz,https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=11517,https://www.irun.org/fototeca/fcruzp11/11517.jpg,fcruzp11,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruzp11,requiere_confirmacion_archivo
11518,1950 - 1950,"Tamborrada del Alarde de Hondarribia con su Cantinera en 1950-1952, Maritxu...",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=11518,https://www.irun.org/fototeca/fcruzp11/11518.jpg,fcruzp11,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruzp11,requiere_confirmacion_archivo
11520,1948 - 1949,"Paulina Iragorri, cantinera de la compañía Semisarga del Alarde de Hondarribia...",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=11520,https://www.irun.org/fototeca/fcruzp11/11520.jpg,fcruzp11,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruzp11,requiere_confirmacion_archivo
11521,1950 - 1950,"Mª Pilar Perez Sagarzazu, cantinera de la Compañía Kosta del Alarde de...",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=11521,https://www.irun.org/fototeca/fcruzp11/11521.jpg,fcruzp11,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruzp11,requiere_confirmacion_archivo
11522,1950 - 1950,Compañia del Alarde de Hondarribia (probablemente Gora Gazteak y Paulina...,https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=11522,https://www.irun.org/fototeca/fcruzp11/11522.jpg,fcruzp11,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruzp11,requiere_confirmacion_archivo
11523,1951 - 1951,"La compañia Ama Guadalupekoa del Alarde de Hondarribia con su cantinrea,...",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=11523,https://www.irun.org/fototeca/fcruzp11/11523.jpg,fcruzp11,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruzp11,requiere_confirmacion_archivo
11524,1950 - 1951,"La Compañía Gora Gazteak con su Cantinera, Paulina Siguero, en las ediciones...",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=11524,https://www.irun.org/fototeca/fcruzp11/11524.jpg,fcruzp11,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruzp11,requiere_confirmacion_archivo
11525,1950 - 1951,"La Compañía Beti Gazte con su Cantinera, María Jesús Sagarzazu Pérez, en las...",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=11525,https://www.irun.org/fototeca/fcruzp11/11525.jpg,fcruzp11,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruzp11,requiere_confirmacion_archivo
11526,1952 - 1952,Cantinera del Alarde de Hondarribia.,https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=11526,https://www.irun.org/fototeca/fcruzp11/11526.jpg,fcruzp11,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruzp11,requiere_confirmacion_archivo
11527,1952 - 1952,Cantinera del Alarde de Hondarribia.,https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=11527,https://www.irun.org/fototeca/fcruzp11/11527.jpg,fcruzp11,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruzp11,requiere_confirmacion_archivo
11528,1950 - 1950,"La Compañía Mendelu del Alarde de Hondarribia, con su Cantinera Feli Zapiain,...",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=11528,https://www.irun.org/fototeca/fcruzp11/11528.jpg,fcruzp11,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruzp11,requiere_confirmacion_archivo
11529,1949 - 1950,"Pepita Arribillaga Narvarte, cantinera de la Compañía Olearso del Alarde de...",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=11529,https://www.irun.org/fototeca/fcruzp11/11529.jpg,fcruzp11,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruzp11,requiere_confirmacion_archivo
11530,1949 - 1950,"Marisol Peña Prieto, Cantinera de la Cofradía de San Pedro del Alarde de...",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=11530,https://www.irun.org/fototeca/fcruzp11/11530.jpg,fcruzp11,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruzp11,requiere_confirmacion_archivo
11536,1952 - 1952,Niña de vestida de cantinera en la calle San Pedro de Hondarribia (1952),https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=11536,https://www.irun.org/fototeca/fcruzp11/11536.jpg,fcruzp11,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruzp11,requiere_confirmacion_archivo
11537,1952 - 1952,Niña de vestida de cantinera en la calle San Pedro de Hondarribia (1952),https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=11537,https://www.irun.org/fototeca/fcruzp11/11537.jpg,fcruzp11,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruzp11,requiere_confirmacion_archivo
11541,1952 - 1952,"Clara Alcain, cantinera de la Caballería del Alarde de Hondarribia (1952)",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=11541,https://www.irun.org/fototeca/fcruzp11/11541.jpg,fcruzp11,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruzp11,requiere_confirmacion_archivo
11544,1950 - 1952,"Maritxu Olaciregui, cantinera de la Tamnborrada del Alarde de Hondarribia en...",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=11544,https://www.irun.org/fototeca/fcruzp11/11544.jpg,fcruzp11,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruzp11,requiere_confirmacion_archivo
12968,1958 - 1958,"Entrada de la Tamborrada en la plaza San Juan, siendo María Inés Requejo y José...",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=12968,https://www.irun.org/fototeca/fcruzp12/12968.jpg,fcruzp12,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruzp12,requiere_confirmacion_archivo
12969,1958 - 1958,"Entrada de la Tamborrada en la plaza San Juan, siendo María Inés Requejo y José...",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=12969,https://www.irun.org/fototeca/fcruzp12/12969.jpg,fcruzp12,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruzp12,requiere_confirmacion_archivo
12970,1958 - 1958,"Entrada de la Tamborrada en la plaza San Juan, siendo María Inés Requejo y José...",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=12970,https://www.irun.org/fototeca/fcruzp12/12970.jpg,fcruzp12,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruzp12,requiere_confirmacion_archivo
12974,1958 - 1958,"Entrada de Gloria Guezuraga, Cantinera de la Banda de Música del Alarde, en la...",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=12974,https://www.irun.org/fototeca/fcruzp12/12974.jpg,fcruzp12,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruzp12,requiere_confirmacion_archivo
12977,1958 - 1958,"Gloria Guezuraga, Cantinera de la Banda de Música del Alarde, y su acompañante...",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=12977,https://www.irun.org/fototeca/fcruzp12/12977.jpg,fcruzp12,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruzp12,requiere_confirmacion_archivo
12979,1958 - 1958,La Cantinera María Luisa Martínez Rodríguez y otros integrantes de la escolta...,https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=12979,https://www.irun.org/fototeca/fcruzp12/12979.jpg,fcruzp12,Fondo Kruz,inferido,Carpeta técnica de imagen: fcruzp12,requiere_confirmacion_archivo
