Publicacion,Fecha / numero,Articulo o pasaje,Temas,Uso,Localizacion / fuente,Extracto
Egunkaria,1997-07-02,Zumarragako San Martzial,Alarde,Referencia localizada por barrido textual,/home/gaizka/Alarde/Revistas y periodicos/1997/1997-07-02 - Egunkaria.pdf,"tondo bertsoak botatzen jar- dungo dirá 13:00etatik aurrera Zumarragako San Martzial jaietan. Beraiekin batera, giroa animatzen, Elorza, Zaldua eta Getxoko XXI. Jazzaldiaren"
Egunkaria,1997-07-05,Alarde «konstituzionalistari» ez desagertutako,Alarde,Referencia localizada por barrido textual,/home/gaizka/Alarde/Revistas y periodicos/1997/1997-07-05 - Egunkaria.pdf,Sierra Nevadan Alarde «konstituzionalistari» ez desagertutako mendizalearen gorpua agertu da
Egunkaria,1997-07-05,"Susperregiren iritziz, egin nahi izan dutena «Alarde",Alarde,Referencia localizada por barrido textual,/home/gaizka/Alarde/Revistas y periodicos/1997/1997-07-05 - Egunkaria.pdf,"agertu, eta lagu- tzekotan direla esan da, bazkide- nek Guardia Zibilari abisua beren iritzia eman dute. Baina Manuel Susperregiren iritziz, egin nahi izan dutena «Alarde «Euskal Hernán lehenbiziko aldiz ek desfilatu dezaten, baina, Sus- konstituzionalista da, ez Alarde ematea erabaki zuten. Atzo herriak pentsatu du beste modu irundarra». Eta Hondarribian, arte ezin izan zuten harén hatera, eta azkenean beren ustez gertatu da herri oso bat intsumi- perregiren hitzen, «Hondarribian arrazoi guztia zutenak bakarrik so aitortu déla momentu batean». ez dugu Alardea pribatizatu noski, «nahi dugu Alarde honda- gorpua aurkitu. X Hondarribiko Betiko A"
Egunkaria,1997-07-05,"tako mahastietan egiten den ardo zu- dentzio ermita, San Martingo eliza, tsuena 1397an «Gipuzkoako a",ritual,Referencia localizada por barrido textual,/home/gaizka/Alarde/Revistas y periodicos/1997/1997-07-05 - Egunkaria.pdf,"rari eusten dlolako, eta bestetik, he- an oinarrituak. Edateko, txakolia, ber- Kostako erret bidea, San Pru- tuz antzezpena egiten dute Getariako dudanik izan duen egunik garrantzi- goen tako mahastietan egiten den ardo zu- dentzio ermita, San Martingo eliza, tsuena 1397an «Gipuzkoako anai- rriaren izena zabaltzeko balio izan portuan abuztuaren 6an. Hurrengoa, 1999 urtean tzea»ren gauzatzea izan zen, probin- duelako, bertako baserriaren susten- ri, gazte eta fruta-gustukoa. gotiko goiztiarrekoa, Meagas auzoa"
Egunkaria,1997-07-05,San Martin ermitan eskainiko,ritual,Referencia localizada por barrido textual,/home/gaizka/Alarde/Revistas y periodicos/1997/1997-07-05 - Egunkaria.pdf,"GOZOTEGIA ""MARTA"" leek omenalditxoa jasoko dute, San Martin ermitan eskainiko zaien mezaren eta 25 aldiz odola fvl DRAZKOAK ETA GtZONEZKOAK"
Egunkaria,1997-07-06,■ Aurtengo San Martzial ezabatu zituzten:,Alarde,Referencia localizada por barrido textual,/home/gaizka/Alarde/Revistas y periodicos/1997/1997-07-06 - Egunkaria.pdf,"Alardea: ohitura kontua? ■ Aurtengo San Martzial ezabatu zituzten: egu- agintariek biga- na iritsi baino lehen Irungo alar- rren alardea deitu eta alkateak, dead buruz gauza ugari irakurri"
Egunkaria,1997-07-06,jendearen artean ere mintzagai japerasutsua ez tuzionala adierazi nahian. Alarde,Alarde,Referencia localizada por barrido textual,/home/gaizka/Alarde/Revistas y periodicos/1997/1997-07-06 - Egunkaria.pdf,arazoa tiboari eman zion onespen insti- aurkako jendearen artean ere mintzagai japerasutsua ez tuzionala adierazi nahian. Alarde amabi urte. baita. Ni ez naiz Irungoa baina da ohituran oinarritzen. alternatiboak garbi azaldu du j Txaplígo hotsik ez zeruan. Mar-
Egunkaria,1997-07-06,publiko elizgi- 17:30: Alarde berezia.,Alarde,Referencia localizada por barrido textual,/home/gaizka/Alarde/Revistas y periodicos/1997/1997-07-06 - Egunkaria.pdf,"iritzirik, umeen partehartzea bul- tzatu nahl zen eta horretarako 0 Zumaian umeek agintari eta publiko elizgi- 17:30: Alarde berezia. zonen paperean jartzea erabaki 20:00: Dantzaldia Urgabe"
Egunkaria,1997-07-06,JAI ZORIONTSUAK OPA DIZKIZUE,ritual,Referencia localizada por barrido textual,/home/gaizka/Alarde/Revistas y periodicos/1997/1997-07-06 - Egunkaria.pdf,"lAZ BEZALA aurten ere Sanfer- «Sanfermin kuíturalotan» 50 leku gehiago dagoen Conde Vaguadan gaude, Donibane min kulturalak eglnen dirá. Ohi- milioi pezeta (2 milioi libera) era- Rodezno plazara. (Ermitagaña institutuaren parean) ko Dantzarako gogoa dutenek ere egitarautik kanpo Udalak biliko dirá. hainbat ekitaldi antolatu ditu, badute gorputza mugitzeko"
Egunkaria,1997-07-08,"rren marabila bailitzan. Eta ze demontre!, alarde-",Alarde,Referencia localizada por barrido textual,/home/gaizka/Alarde/Revistas y periodicos/1997/1997-07-08 - Egunkaria.pdf,"ekingo zaio tradizioari, ikutzean mila zatitan puskatzeko arriskua duen zortziga- rren marabila bailitzan. Eta ze demontre!, alarde- aren ideia hasi zutenek ez zuten tradizioaren jabe-"
Egunkaria,1997-07-09,Alarde tradizionala defendatzen zutenei eman zien azkenean ban-,Alarde,Referencia localizada por barrido textual,/home/gaizka/Alarde/Revistas y periodicos/1997/1997-07-09 - Egunkaria.pdf,"dago aurrerapausorik, zutenei, bere agindua bete ez nahiz mugimenduak izan, eta bitartean minbizia Alarde tradizionala defendatzen zutenei eman zien azkenean ban- mantentzen da. Nork zutenek mugituko du hurrengo"
Egunkaria,1997-07-09,"Eta iritsi zen San Martzial eguna, eta Irunen des- Zenbait",Alarde,Referencia localizada por barrido textual,/home/gaizka/Alarde/Revistas y periodicos/1997/1997-07-09 - Egunkaria.pdf,"nagusi izan ziren San Juan plazan. espero dut. Eta iritsi zen San Martzial eguna, eta Irunen des- Zenbait jenderi egindako kaltea, hala ere (meha- madrea zen nagusi: konpainiek ez zituzten kapita- txuak, irainak, erasoak, boikotak...), oso handia"
Egunkaria,1997-07-09,"nak sortutako ganadutegi horren Manuel Caballero: Jaioterria eta Pedro (Avila), 1991-111-30 (Auxilio",Alarde,Referencia localizada por barrido textual,/home/gaizka/Alarde/Revistas y periodicos/1997/1997-07-09 - Egunkaria.pdf,"1969 urteko abuztuaren 16an Antonio García Pedrajas jau- * Toreatzaileak jaioa. Alternatiba: Arenas de San nak sortutako ganadutegi horren Manuel Caballero: Jaioterria eta Pedro (Avila), 1991-111-30 (Auxilio zati bat Magdalena García Natera jaiotze-data: Albacete, 1971-1-29. Holgado-ren zezenak. Joselito eta anderearen eskuetara pasatu Alternatiba: Nimes (Frantzia), Rafael Camino). laz 25 zezenketa-"
Egunkaria,1997-07-10,dadin derrigorrez behar due- datorren irailaren Bko alarde-,Alarde,Referencia localizada por barrido textual,/home/gaizka/Alarde/Revistas y periodicos/1997/1997-07-10 - Egunkaria.pdf,"tzat, urtegia legezkoa izan kumeek formalki eskatu dute Atzo dadin derrigorrez behar due- datorren irailaren Bko alarde- aurkeztutako lako aipatu deklarazioa. ikastaroen an desfilatzeko baimena. Ida-"
Egunkaria,1997-07-11,"suna, hiru letretan esaten da. Ez arriskutsuago. Hugo Banzerrek baita. Beraiek ez dute nahi Alarde konstltuzionalis-",Alarde,Referencia localizada por barrido textual,/home/gaizka/Alarde/Revistas y periodicos/1997/1997-07-11 - Egunkaria.pdf,"kari honi azaldutakoa: Beren herrian ez du zertan moi. Geroa, udaberria, askata- jadanik, ez déla Che bizia baino berri batean etorriko da gertatu Irungoak, Hondarribiko Alardea pnbatua suna, hiru letretan esaten da. Ez arriskutsuago. Hugo Banzerrek baita. Beraiek ez dute nahi Alarde konstltuzionalis- izakitxo berdez lagundua. badaki lan zientifiko bat ari zare- dezagun heriotza esan, ez dago ta, hondarribitarrabaizik..."
Egunkaria,1997-07-11,"ermitan, Mala vida",ritual,Referencia localizada por barrido textual,/home/gaizka/Alarde/Revistas y periodicos/1997/1997-07-11 - Egunkaria.pdf,"gasteiztarra, Ramón Olasagasti / Donostia Oñatiko San Elias ermitan, Mala vida URRIELLO-KO Haitzak edo (8c) bidea eskalatu zuenean. Ondokoan, Bulnesko historia as-"
Egunkaria,1997-07-11,C'undazioko patronatoa eta ba- tura borobildu» egiten Ermitage «hondamendi San,ritual,Referencia localizada por barrido textual,/home/gaizka/Alarde/Revistas y periodicos/1997/1997-07-11 - Egunkaria.pdf,"aurkezpena, eta Miguel atzo bildu zen Bilbon Museoko «XX. mendeko arkitek- ez balitz, hamar urtetan tea», adierazi zuen. rrekoak ere. Cersini, Renfeko zuzendaria, C'undazioko patronatoa eta ba- tura borobildu» egiten Ermitage «hondamendi San Petersburgeko Mikhail Pietrovskyk arduratu zen horretaz. Ibarro- horde exekutiboa. Bileron ez zen duela deritzo. egoeran» egongo litzate- Ermitage museoa mun- bost urte daramatza Er- lak berak honela definitu du Guernica koadroaren afera azter- San Petersburgen keela ziurtatu zuen zu- duko handienen artean (n. iturri ofizialek azaldutakoaren mitageko zuzendari gi- trenbide trabes erabiliekin"
Egunkaria,1997-07-11,"na egin duten bere faena, zezen- da sariguztiak eskuratu dituen bat dirá. Entzierrotan, San Fer- ani",Alarde,Referencia localizada por barrido textual,/home/gaizka/Alarde/Revistas y periodicos/1997/1997-07-11 - Egunkaria.pdf,"Zezen ate handia ireki du eta bera izan eta gehienei egiten die ezagu- ari zaio». Santuaren lanak hain- beto sartu zion zezenari, tuetatik. Hirugarren zezenketan na egin duten bere faena, zezen- da sariguztiak eskuratu dituen bat dirá. Entzierrotan, San Fer- animaba berehala erori zen ze- ordea, Manuel Caballero torea- ketaren arau tradizionaletatik toreatzailea. Oinak geldirik minen kapote ikustezinak gutxi- rraldo. Saritzat belarria eman zio- tzailearen txapuzak ez zuen al- dituela toreatzeko duen era klasi-"
Bidasoan - PH IRUN 0002,1997-09-01,Pueblo de Hondarribia conio Burgomaestre del Alarde algo que,Alarde,Referencia localizada por barrido textual,/home/gaizka/Alarde/Revistas y periodicos/1997/1997-09-01 - Bidasoan - PH IRUN 0002.pdf,"SALUDA DEL BURGOMAESTRE Por segundo año consecutivo tengo el placer d e saludar al Pueblo de Hondarribia conio Burgomaestre del Alarde algo que os lo digo de corazón a todos los hondarribitarras, me llena de ilusión, emoción y gozo. Algo semejante me ocurre pensando en la llegada del gran día de Hondarribia, de nuestro gran día."
Bidasoan - PH IRUN 0002,1997-09-01,todos vosotros en mi primer Alarde como Burgomaestre y con­,Alarde,Referencia localizada por barrido textual,/home/gaizka/Alarde/Revistas y periodicos/1997/1997-09-01 - Bidasoan - PH IRUN 0002.pdf,"tante día, sin olvidar el resto de jornadas que componen nues­ tras Fiestas. Por último, no quiero olvidarme del gran apoyo que recibí de todos vosotros en mi primer Alarde como Burgomaestre y con­ fío que este año siga contando con todos vosotros. Eskerrik Asko."
Bidasoan - PH IRUN 0002,1997-09-01,"bas compañero de la lozana bidasotarra, debemos indicarle a la esconderte, dándoles armas a los gusa","cantineras, mandos, companias",Referencia localizada por barrido textual,/home/gaizka/Alarde/Revistas y periodicos/1997/1997-09-01 - Bidasoan - PH IRUN 0002.pdf,"tural escrito aun estaría en embrión, casi lo mismo ocurre con un les lectores, entre ellos del sector zapatista, que lo que te ocurre excelente amigo, éste de gran envergadura física, que continua­ es pura vggueza y un insípido desmarque. Lo que todos queremos mente se está distrayendo en la remesa de sus trabajos. Al bar­ es poesía fresca y aireada. Con la cultura no debes jugar y menos bas compañero de la lozana bidasotarra, debemos indicarle a la esconderte, dándoles armas a los gusanos rampantes del entor­ vez de llamarle al orden, de que de nada vale almacenar ramille­ no, que bastante tienen con sus libelos y malas copias. ¡Despierta t"
Bidasoan - PH IRUN 0002,1997-09-01,EL ALARDE DE SAN MARCIAL A TORO PASADO,musica,Referencia localizada por barrido textual,/home/gaizka/Alarde/Revistas y periodicos/1997/1997-09-01 - Bidasoan - PH IRUN 0002.pdf,"BORJA JAUREGUI FUERTES Alkatea EL ALARDE DE SAN MARCIAL A TORO PASADO Creo que en cualquier país con experiencia democrática, la cuestión de la participación de la mujer en el Alarde, hubiera consis­ tido en un debate civilizado, donde decide la mayoría. Es cuestión de argumentar y convencer, y de saber ganar sin jactancia y de perder con dignidad. En este Pueblo nuestro, nos quieren hacer creer, cuatro iluminados, que la democracia consiste en proclamarla a voces, en hablar y escribir mucho de ella, citándola a cada paso. Claro que el respeto a la opinión ajena jamás les enseño nadie, y, por lo mismo, ni la aprendieron ni lo practican. ""Demó"
Bidasoan - PH IRUN 0002,1997-09-01,seis gatos fachistas los partidarios del Alarde tradicional. ¡Cora Bidasoa aldeko emakumeak!. ¡¡Gora,"musica, companias",Referencia localizada por barrido textual,/home/gaizka/Alarde/Revistas y periodicos/1997/1997-09-01 - Bidasoan - PH IRUN 0002.pdf,"más cazurros, pero sí sacudiéndose un poco más la prudencia. Una vela a San Roque. No faltó, en vísperas de San Juan, el panfleto ilustrativo de algunos ""demócratas” de H.B. anunciando, corno insensatos, su pró­ ximo y rotundo éxito. Quienes se oponían a un referéndum sobre el tema, manifestaban “democráticamente”, que eran solaniente seis gatos fachistas los partidarios del Alarde tradicional. ¡Cora Bidasoa aldeko emakumeak!. ¡¡GoraH. Y pretendieron despellejar el oso antes de matarlo. El ridículo fue mayúsculo, y el ostiazo de horror. Irún, que siempre tuvo fama de pueblo liberal -¿qué será eso?, se preguntan los nazis- que jamás ha querido"
Bidasoan - PH IRUN 0002,1997-09-01,"la mañana siguiente, San Marcial, de “irundarras”.",Alarde,Referencia localizada por barrido textual,/home/gaizka/Alarde/Revistas y periodicos/1997/1997-09-01 - Bidasoan - PH IRUN 0002.pdf,"las dad”, ----------------------------------------------------------- . reado periodista que escribía la reseña, no pasó por el Lintzirin para contar los autobuses que pernoctaron allí, para presentarse a la mañana siguiente, San Marcial, de “irundarras”. Resumiendo, que la alarda contó con unos doscientos “irundarras”, y el Alarde con más de siete mil. ¡7.000!, y con una mar­ cialidad y una compostura verdaderamente admirables. Esa es la pequeña diferencia. Si os sirve el ejemplo de Irún, aprenderéis a dejar en paz a los hondarribitarras, y que celebren dignamente, y a gusto, su Alarde del B de septiembre. Me permito recordar a los irundarra"
Bidasoan - PH IRUN 0002,1997-09-01,La Bandera de Hondarribia y el Alarde del 8 de Setiembre,ritual,Referencia localizada por barrido textual,/home/gaizka/Alarde/Revistas y periodicos/1997/1997-09-01 - Bidasoan - PH IRUN 0002.pdf,"(A, Peluaga) 13 Hermanamientos 15 La Bandera de Hondarribia y el Alarde del 8 de Setiembre (L. Martínez] 14 Joseba [K, Sorzabal]"
Bidasoan - PH IRUN 0002,1997-12-01,AQ Femmes contre Femmes ¿Alarde privado o disparates públicos?,Alarde,Referencia localizada por barrido textual,/home/gaizka/Alarde/Revistas y periodicos/1997/1997-12-01 - Bidasoan - PH IRUN 0002.pdf,ijn Elegiaco Estado de la Parte Vieja de Irùn [K. SorzabaI] 83 (K. SorzabaI] AQ Femmes contre Femmes ¿Alarde privado o disparates públicos? [Anne-Marie Bordes] 86 [A. Aramburu] BostKirol
Bidasoan - PH IRUN 0002,1997-12-01,"“progreso"" -igualito que se intenta hacer con nuestro Alarde- que detesta. A quienes tuvimos que com",companias,Referencia localizada por barrido textual,/home/gaizka/Alarde/Revistas y periodicos/1997/1997-12-01 - Bidasoan - PH IRUN 0002.pdf,"tradicional y queridísima figura de nuestro IDIentzero, carbonero culito sobre el “sabrosísimo” talo semanal que se engullía en nues­ pobre y heraldo del nacimiento de Cristo, aunque en la actualidad tra vieja plaza. Seamos sinceros, es de esos productos que se su figura y su función nos la están machacando en nombre del comen en público, para quedar ""bien”, mas que en privado se “progreso"" -igualito que se intenta hacer con nuestro Alarde- que detesta. A quienes tuvimos que com erlos por pura necesidad en se alimentaba de “m orcillas y mondongos, ¡cuanto intestínol’’ -odoki los amargos años del hambre, por allí no se nos vio el pelo. ta xolo"
Bidasoan - PH IRUN 0002,1997-12-01,"9 cm. y los saltos que dan los viajeros son impresionantes. Se está comentando, de acompañar con el","mandos, companias",Referencia localizada por barrido textual,/home/gaizka/Alarde/Revistas y periodicos/1997/1997-12-01 - Bidasoan - PH IRUN 0002.pdf,"AVENIDA DE NAVARRA, IRUN. Este tobogán que sufren, desde hace unos cuatro años según dicen los choferes de esta zona esta tomando medidas OLIMPICAS, ya que en su centro, la profundidad llega a los 9 cm. y los saltos que dan los viajeros son impresionantes. Se está comentando, de acompañar con el billete, de un casco homologado, y un cinturón de castidad para llegar puro al Cielo."
Bidasoan - PH IRUN 0002,1997-12-01,tos años olvidado. con creces las lógicas o supuestas ordenanzas municipales en,Alarde,Referencia localizada por barrido textual,/home/gaizka/Alarde/Revistas y periodicos/1997/1997-12-01 - Bidasoan - PH IRUN 0002.pdf,"Este Irún y su guinda, nacieron m odernamente -por su ubica­ la frontera esquivando el Paseo de Colón. Pero es que, a no ción topográfica- de la necesidad y el tino de un ilustre irunés Don muchos m etros del edificio de la Aduana, existía un m am otreto Policarpo Balzola Bengoechea -con su Paseo de Colón- tantos y tan­ -exquisito como tal- que para mayor inri además de sobrepasar tos años olvidado. con creces las lógicas o supuestas ordenanzas municipales en altura y volumen lo hacía en alineación -y hasta era de dudar si SU SEGUNDA OPORTUNIDAp lo fuera de buena fe- tiznada su fachada de negro como boca de infierno” ."
