Documento,Publicacion,Fecha / numero,Caracteres extraidos,Estado de texto,Pasajes localizados
/home/gaizka/Alarde/Revistas y periodicos/1991/1991 - El Irunés - Año 3 - Numero 14.pdf,El Irunés - Año 3 - Numero 14,1991,349531,texto extraido,6
/home/gaizka/Alarde/Revistas y periodicos/1991/1991 - El Irunés - Año 4 - Numero 15.pdf,El Irunés - Año 4 - Numero 15,1991,384708,texto extraido,5
/home/gaizka/Alarde/Revistas y periodicos/1991/1991-06-01 - Bidasoan - PH IRUN 0002.pdf,Bidasoan - PH IRUN 0002,1991-06-01,279174,texto extraido,8
/home/gaizka/Alarde/Revistas y periodicos/1991/1991-06-30 - Egunkaria.pdf,Egunkaria,1991-06-30,1127659,texto extraido,5
/home/gaizka/Alarde/Revistas y periodicos/1991/1991-09-01 - Bidasoan - PH IRUN 0002.pdf,Bidasoan - PH IRUN 0002,1991-09-01,331980,texto extraido,7
/home/gaizka/Alarde/Revistas y periodicos/1991/1991-12-01 - Bidasoan - PH IRUN 0002.pdf,Bidasoan - PH IRUN 0002,1991-12-01,358791,texto extraido,4
/home/gaizka/Alarde/Revistas y periodicos/1992/1992 - El Irunés - Año 4 - Numero 16.pdf,El Irunés - Año 4 - Numero 16,1992,306722,texto extraido,7
/home/gaizka/Alarde/Revistas y periodicos/1992/1992 - El Irunés - Año 4 - Numero 17.pdf,El Irunés - Año 4 - Numero 17,1992,279778,texto extraido,6
/home/gaizka/Alarde/Revistas y periodicos/1992/1992 - El Irunés - Año 4 - Numero 18.pdf,El Irunés - Año 4 - Numero 18,1992,349323,texto extraido,7
/home/gaizka/Alarde/Revistas y periodicos/1992/1992 - El Irunés - Año 4 - Numero 19.pdf,El Irunés - Año 4 - Numero 19,1992,396954,texto extraido,6
/home/gaizka/Alarde/Revistas y periodicos/1992/1992-03-01 - Bidasoan - PH IRUN 0002.pdf,Bidasoan - PH IRUN 0002,1992-03-01,226230,texto extraido,4
/home/gaizka/Alarde/Revistas y periodicos/1992/1992-06-01 - Bidasoan - PH IRUN 0002.pdf,Bidasoan - PH IRUN 0002,1992-06-01,479613,texto extraido,7
/home/gaizka/Alarde/Revistas y periodicos/1992/1992-06-30 - Egunkaria.pdf,Egunkaria,1992-06-30,824702,texto extraido,6
/home/gaizka/Alarde/Revistas y periodicos/1992/1992-07-01 - Egunkaria.pdf,Egunkaria,1992-07-01,874447,texto extraido,6
/home/gaizka/Alarde/Revistas y periodicos/1992/1992-07-02 - Egunkaria.pdf,Egunkaria,1992-07-02,938723,texto extraido,0
/home/gaizka/Alarde/Revistas y periodicos/1992/1992-09-01 - Bidasoan - PH IRUN 0002.pdf,Bidasoan - PH IRUN 0002,1992-09-01,322792,texto extraido,8
/home/gaizka/Alarde/Revistas y periodicos/1992/1992-12-01 - Bidasoan - PH IRUN 0002.pdf,Bidasoan - PH IRUN 0002,1992-12-01,550157,texto extraido,3
/home/gaizka/Alarde/Revistas y periodicos/1993/1993 - El Irunés - Año 5 - Numero 21.pdf,El Irunés - Año 5 - Numero 21,1993,288149,texto extraido,5
/home/gaizka/Alarde/Revistas y periodicos/1993/1993 - El Irunés - Año 5 - Numero 22.pdf,El Irunés - Año 5 - Numero 22,1993,333791,texto extraido,6
/home/gaizka/Alarde/Revistas y periodicos/1993/1993 - El Irunés - Año 5 - Numero 23.pdf,El Irunés - Año 5 - Numero 23,1993,402668,texto extraido,6
/home/gaizka/Alarde/Revistas y periodicos/1993/1993 - El Irunés - Año 5 - Numero 24.pdf,El Irunés - Año 5 - Numero 24,1993,460306,texto extraido,6
/home/gaizka/Alarde/Revistas y periodicos/1993/1993-02-01 - El Irunés - Año 5 - Numero 20.pdf,El Irunés - Año 5 - Numero 20,1993-02-01,472473,texto extraido,6
/home/gaizka/Alarde/Revistas y periodicos/1993/1993-03-01 - Bidasoan - PH IRUN 0002.pdf,Bidasoan - PH IRUN 0002,1993-03-01,388908,texto extraido,5
/home/gaizka/Alarde/Revistas y periodicos/1993/1993-06-01 - Bidasoan - PH IRUN 0002.pdf,Bidasoan - PH IRUN 0002,1993-06-01,538245,texto extraido,7
/home/gaizka/Alarde/Revistas y periodicos/1993/1993-06-30 - Egunkaria.pdf,Egunkaria,1993-06-30,943531,texto extraido,6
/home/gaizka/Alarde/Revistas y periodicos/1993/1993-07-01 - Egunkaria.pdf,Egunkaria,1993-07-01,907896,texto extraido,4
/home/gaizka/Alarde/Revistas y periodicos/1993/1993-09-01 - Bidasoan - PH IRUN 0002.pdf,Bidasoan - PH IRUN 0002,1993-09-01,522280,texto extraido,8
/home/gaizka/Alarde/Revistas y periodicos/1993/1993-12-01 - Bidasoan - PH IRUN 0002.pdf,Bidasoan - PH IRUN 0002,1993-12-01,359233,texto extraido,4
/home/gaizka/Alarde/Revistas y periodicos/1994/1994 - El Irunés - Año 6 - Numero 25.pdf,El Irunés - Año 6 - Numero 25,1994,482684,texto extraido,7
/home/gaizka/Alarde/Revistas y periodicos/1994/1994 - El Irunés - Año 6 - Numero 26.pdf,El Irunés - Año 6 - Numero 26,1994,512363,texto extraido,5
/home/gaizka/Alarde/Revistas y periodicos/1994/1994 - El Irunés - Año 6 - Numero 27.pdf,El Irunés - Año 6 - Numero 27,1994,362799,texto extraido,8
/home/gaizka/Alarde/Revistas y periodicos/1994/1994-03-01 - Bidasoan - PH IRUN 0002.pdf,Bidasoan - PH IRUN 0002,1994-03-01,433490,texto extraido,3
/home/gaizka/Alarde/Revistas y periodicos/1994/1994-06-01 - Bidasoan - PH IRUN 0002.pdf,Bidasoan - PH IRUN 0002,1994-06-01,612196,texto extraido,7
/home/gaizka/Alarde/Revistas y periodicos/1994/1994-06-30 - Egunkaria.pdf,Egunkaria,1994-06-30,1424429,texto extraido,3
/home/gaizka/Alarde/Revistas y periodicos/1994/1994-07-01 - Egunkaria.pdf,Egunkaria,1994-07-01,1062307,texto extraido,5
/home/gaizka/Alarde/Revistas y periodicos/1994/1994-09-01 - Bidasoan - PH IRUN 0002.pdf,Bidasoan - PH IRUN 0002,1994-09-01,551034,texto extraido,7
/home/gaizka/Alarde/Revistas y periodicos/1994/1994-09-01 - El Irunés - Año 6 - Numero 28.pdf,El Irunés - Año 6 - Numero 28,1994-09-01,440156,texto extraido,7
/home/gaizka/Alarde/Revistas y periodicos/1994/1994-12-01 - Bidasoan - PH IRUN 0002.pdf,Bidasoan - PH IRUN 0002,1994-12-01,232879,texto extraido,4
/home/gaizka/Alarde/Revistas y periodicos/1995/1995-02-01 - El Irunés - Año 7 - Numero 29.pdf,El Irunés - Año 7 - Numero 29,1995-02-01,328014,texto extraido,7
/home/gaizka/Alarde/Revistas y periodicos/1995/1995-03-01 - Bidasoan - PH IRUN 0002.pdf,Bidasoan - PH IRUN 0002,1995-03-01,433522,texto extraido,6
/home/gaizka/Alarde/Revistas y periodicos/1995/1995-05-01 - El Irunés - Año 7 - Numero 30.pdf,El Irunés - Año 7 - Numero 30,1995-05-01,376111,texto extraido,7
/home/gaizka/Alarde/Revistas y periodicos/1995/1995-06-01 - Bidasoan - PH IRUN 0002.pdf,Bidasoan - PH IRUN 0002,1995-06-01,385031,texto extraido,8
/home/gaizka/Alarde/Revistas y periodicos/1995/1995-06-01 - El Irunés - Año 7 - Numero 31.pdf,El Irunés - Año 7 - Numero 31,1995-06-01,225023,texto extraido,6
/home/gaizka/Alarde/Revistas y periodicos/1995/1995-06-30 - Egunkaria.pdf,Egunkaria,1995-06-30,1245882,texto extraido,4
/home/gaizka/Alarde/Revistas y periodicos/1995/1995-09-01 - Bidasoan - PH IRUN 0002.pdf,Bidasoan - PH IRUN 0002,1995-09-01,399387,texto extraido,5
/home/gaizka/Alarde/Revistas y periodicos/1995/1995-09-01 - El Irunés - Año 7 - Numero 32.pdf,El Irunés - Año 7 - Numero 32,1995-09-01,368541,texto extraido,6
/home/gaizka/Alarde/Revistas y periodicos/1995/1995-12-01 - Bidasoan - PH IRUN 0002.pdf,Bidasoan - PH IRUN 0002,1995-12-01,540083,texto extraido,4
/home/gaizka/Alarde/Revistas y periodicos/1996/1996-01-01 - El Irunés - Año 8 - Numero 33.pdf,El Irunés - Año 8 - Numero 33,1996-01-01,444270,texto extraido,7
/home/gaizka/Alarde/Revistas y periodicos/1996/1996-03-01 - Bidasoan - PH IRUN 0002.pdf,Bidasoan - PH IRUN 0002,1996-03-01,520977,texto extraido,6
/home/gaizka/Alarde/Revistas y periodicos/1996/1996-04-01 - El Irunés - Año 8 - Numero 34.pdf,El Irunés - Año 8 - Numero 34,1996-04-01,479284,texto extraido,5
/home/gaizka/Alarde/Revistas y periodicos/1996/1996-06-01 - Bidasoan - PH IRUN 0002.pdf,Bidasoan - PH IRUN 0002,1996-06-01,560184,texto extraido,7
/home/gaizka/Alarde/Revistas y periodicos/1996/1996-06-01 - El Irunés - Año 8 - Numero 35.pdf,El Irunés - Año 8 - Numero 35,1996-06-01,414761,texto extraido,8
/home/gaizka/Alarde/Revistas y periodicos/1996/1996-06-01 - Txingudi.pdf,Txingudi,1996-06-01,42604,texto extraido,6
/home/gaizka/Alarde/Revistas y periodicos/1996/1996-06-22 - Egunkaria.pdf,Egunkaria,1996-06-22,1395781,texto extraido,7
/home/gaizka/Alarde/Revistas y periodicos/1996/1996-06-28 - El Diario Vasco - Especial Irungo Jaiak.pdf,El Diario Vasco - Especial Irungo Jaiak,1996-06-28,16,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1996/1996-06-29 - Egunkaria.pdf,Egunkaria,1996-06-29,1719074,texto extraido,6
/home/gaizka/Alarde/Revistas y periodicos/1996/1996-06-30 - Egunkaria.pdf,Egunkaria,1996-06-30,1621674,texto extraido,4
/home/gaizka/Alarde/Revistas y periodicos/1996/1996-07-01 - El Irunés - Año 8 - Numero 36.pdf,El Irunés - Año 8 - Numero 36,1996-07-01,287779,texto extraido,8
/home/gaizka/Alarde/Revistas y periodicos/1996/1996-07-02 - Egunkaria.pdf,Egunkaria,1996-07-02,1256799,texto extraido,4
/home/gaizka/Alarde/Revistas y periodicos/1996/1996-07-03 - Egunkaria.pdf,Egunkaria,1996-07-03,1474450,texto extraido,1
/home/gaizka/Alarde/Revistas y periodicos/1996/1996-07-04 - Egunkaria.pdf,Egunkaria,1996-07-04,1407589,texto extraido,0
/home/gaizka/Alarde/Revistas y periodicos/1996/1996-07-05 - Egunkaria.pdf,Egunkaria,1996-07-05,1397699,texto extraido,0
/home/gaizka/Alarde/Revistas y periodicos/1996/1996-07-06 - Egunkaria.pdf,Egunkaria,1996-07-06,1791602,texto extraido,0
/home/gaizka/Alarde/Revistas y periodicos/1996/1996-07-07 - Egunkaria.pdf,Egunkaria,1996-07-07,1379452,texto extraido,1
/home/gaizka/Alarde/Revistas y periodicos/1996/1996-07-09 - Egunkaria.pdf,Egunkaria,1996-07-09,1606634,texto extraido,1
/home/gaizka/Alarde/Revistas y periodicos/1996/1996-07-11 - Egunkaria.pdf,Egunkaria,1996-07-11,1301756,texto extraido,0
/home/gaizka/Alarde/Revistas y periodicos/1996/1996-09-01 - Bidasoan - PH IRUN 0002.pdf,Bidasoan - PH IRUN 0002,1996-09-01,586249,texto extraido,6
/home/gaizka/Alarde/Revistas y periodicos/1996/1996-09-01 - El Irunés - Año 8 - Numero 37.pdf,El Irunés - Año 8 - Numero 37,1996-09-01,449666,texto extraido,7
/home/gaizka/Alarde/Revistas y periodicos/1996/1996-12-01 - Bidasoan - PH IRUN 0002.pdf,Bidasoan - PH IRUN 0002,1996-12-01,738760,texto extraido,1
/home/gaizka/Alarde/Revistas y periodicos/1996/1996-12-01 - El Irunés - Año 8 - Numero 38.pdf,El Irunés - Año 8 - Numero 38,1996-12-01,421543,texto extraido,7
/home/gaizka/Alarde/Revistas y periodicos/1997/1997 - El Irunés - Año 9 - Numero 39.pdf,El Irunés - Año 9 - Numero 39,1997,558740,texto extraido,6
/home/gaizka/Alarde/Revistas y periodicos/1997/1997 - El Irunés - Año 9 - Numero 40.pdf,El Irunés - Año 9 - Numero 40,1997,331888,texto extraido,6
/home/gaizka/Alarde/Revistas y periodicos/1997/1997 - El Irunés - Año 9 - Numero 41.pdf,El Irunés - Año 9 - Numero 41,1997,313393,texto extraido,7
/home/gaizka/Alarde/Revistas y periodicos/1997/1997 - El Irunés - Año 9 - Numero 42.pdf,El Irunés - Año 9 - Numero 42,1997,386055,texto extraido,7
/home/gaizka/Alarde/Revistas y periodicos/1997/1997-03-01 - Bidasoan - PH IRUN 0002.pdf,Bidasoan - PH IRUN 0002,1997-03-01,668730,texto extraido,4
/home/gaizka/Alarde/Revistas y periodicos/1997/1997-06-01 - Bidasoan - PH IRUN 0002.pdf,Bidasoan - PH IRUN 0002,1997-06-01,702039,texto extraido,8
/home/gaizka/Alarde/Revistas y periodicos/1997/1997-06-19 - Egunkaria.pdf,Egunkaria,1997-06-19,875291,texto extraido,2
/home/gaizka/Alarde/Revistas y periodicos/1997/1997-06-20 - Egunkaria.pdf,Egunkaria,1997-06-20,1151582,texto extraido,2
/home/gaizka/Alarde/Revistas y periodicos/1997/1997-06-21 - Egunkaria.pdf,Egunkaria,1997-06-21,1093208,texto extraido,5
/home/gaizka/Alarde/Revistas y periodicos/1997/1997-06-24 - Egunkaria.pdf,Egunkaria,1997-06-24,897526,texto extraido,3
/home/gaizka/Alarde/Revistas y periodicos/1997/1997-06-25 - Egunkaria.pdf,Egunkaria,1997-06-25,848679,texto extraido,4
/home/gaizka/Alarde/Revistas y periodicos/1997/1997-06-26 - Egunkaria.pdf,Egunkaria,1997-06-26,1072990,texto extraido,0
/home/gaizka/Alarde/Revistas y periodicos/1997/1997-06-27 - Egunkaria.pdf,Egunkaria,1997-06-27,1086636,texto extraido,0
/home/gaizka/Alarde/Revistas y periodicos/1997/1997-06-28 - Egunkaria.pdf,Egunkaria,1997-06-28,1127546,texto extraido,3
/home/gaizka/Alarde/Revistas y periodicos/1997/1997-06-29 - Egunkaria.pdf,Egunkaria,1997-06-29,1355752,texto extraido,6
/home/gaizka/Alarde/Revistas y periodicos/1997/1997-07-01 - Egunkaria.pdf,Egunkaria,1997-07-01,1036742,texto extraido,6
/home/gaizka/Alarde/Revistas y periodicos/1997/1997-07-01 - El Diario Vasco - Recortes.pdf,El Diario Vasco - Recortes,1997-07-01,8,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1997/1997-07-01 - El Pais - Irún boictotea a las mujeres soldado y las de a solas en el desfile festivo del Alarde Sociedad EL PAÍS.pdf,El Pais - Irún boictotea a las mujeres soldado y las de a solas en el desfile festivo del Alarde Sociedad EL PAÍS,1997-07-01,10597,texto extraido,4
/home/gaizka/Alarde/Revistas y periodicos/1997/1997-07-02 - Egunkaria.pdf,Egunkaria,1997-07-02,1118363,texto extraido,4
/home/gaizka/Alarde/Revistas y periodicos/1997/1997-07-05 - Egunkaria.pdf,Egunkaria,1997-07-05,1161731,texto extraido,4
/home/gaizka/Alarde/Revistas y periodicos/1997/1997-07-06 - Egunkaria.pdf,Egunkaria,1997-07-06,1264096,texto extraido,4
/home/gaizka/Alarde/Revistas y periodicos/1997/1997-07-08 - Egunkaria.pdf,Egunkaria,1997-07-08,1041944,texto extraido,1
/home/gaizka/Alarde/Revistas y periodicos/1997/1997-07-09 - Egunkaria.pdf,Egunkaria,1997-07-09,902956,texto extraido,3
/home/gaizka/Alarde/Revistas y periodicos/1997/1997-07-10 - Egunkaria.pdf,Egunkaria,1997-07-10,1029853,texto extraido,1
/home/gaizka/Alarde/Revistas y periodicos/1997/1997-07-11 - Egunkaria.pdf,Egunkaria,1997-07-11,891804,texto extraido,4
/home/gaizka/Alarde/Revistas y periodicos/1997/1997-09-01 - Bidasoan - PH IRUN 0002.pdf,Bidasoan - PH IRUN 0002,1997-09-01,601826,texto extraido,7
/home/gaizka/Alarde/Revistas y periodicos/1997/1997-12-01 - Bidasoan - PH IRUN 0002.pdf,Bidasoan - PH IRUN 0002,1997-12-01,523288,texto extraido,8
/home/gaizka/Alarde/Revistas y periodicos/1997/1997-12-01 - El Irunés - Año 9 - Numero 43.pdf,El Irunés - Año 9 - Numero 43,1997-12-01,407148,texto extraido,5
/home/gaizka/Alarde/Revistas y periodicos/1998/1998-02-01 - El Irunés - Año 10 - Numero 44.pdf,El Irunés - Año 10 - Numero 44,1998-02-01,362174,texto extraido,8
/home/gaizka/Alarde/Revistas y periodicos/1998/1998-03-01 - Bidasoan - PH IRUN 0002.pdf,Bidasoan - PH IRUN 0002,1998-03-01,491822,texto extraido,4
/home/gaizka/Alarde/Revistas y periodicos/1998/1998-03-01 - El Irunés - Año 10 - Numero 45.pdf,El Irunés - Año 10 - Numero 45,1998-03-01,440561,texto extraido,6
/home/gaizka/Alarde/Revistas y periodicos/1998/1998-04-01 - El Irunés - Año 10 - Numero 46.pdf,El Irunés - Año 10 - Numero 46,1998-04-01,359421,texto extraido,7
/home/gaizka/Alarde/Revistas y periodicos/1998/1998-06-01 - Bidasoan - PH IRUN 0002.pdf,Bidasoan - PH IRUN 0002,1998-06-01,570559,texto extraido,8
/home/gaizka/Alarde/Revistas y periodicos/1998/1998-06-01 - El Irunés - Año 10 - Numero 47.pdf,El Irunés - Año 10 - Numero 47,1998-06-01,454791,texto extraido,7
/home/gaizka/Alarde/Revistas y periodicos/1998/1998-06-17 - Egunkaria.pdf,Egunkaria,1998-06-17,1570415,texto extraido,6
/home/gaizka/Alarde/Revistas y periodicos/1998/1998-06-18 - Egunkaria.pdf,Egunkaria,1998-06-18,2258351,texto extraido,4
/home/gaizka/Alarde/Revistas y periodicos/1998/1998-06-20 - Egunkaria.pdf,Egunkaria,1998-06-20,1653084,texto extraido,3
/home/gaizka/Alarde/Revistas y periodicos/1998/1998-06-21 - Egunkaria.pdf,Egunkaria,1998-06-21,1340122,texto extraido,8
/home/gaizka/Alarde/Revistas y periodicos/1998/1998-06-23 - Egunkaria.pdf,Egunkaria,1998-06-23,1329582,texto extraido,3
/home/gaizka/Alarde/Revistas y periodicos/1998/1998-06-25 - Egunkaria.pdf,Egunkaria,1998-06-25,2029867,texto extraido,2
/home/gaizka/Alarde/Revistas y periodicos/1998/1998-06-27 - Egunkaria.pdf,Egunkaria,1998-06-27,1476678,texto extraido,5
/home/gaizka/Alarde/Revistas y periodicos/1998/1998-06-28 - Egunkaria.pdf,Egunkaria,1998-06-28,1387227,texto extraido,8
/home/gaizka/Alarde/Revistas y periodicos/1998/1998-06-30 - Egunkaria.pdf,Egunkaria,1998-06-30,1379922,texto extraido,8
/home/gaizka/Alarde/Revistas y periodicos/1998/1998-07-01 - Egunkaria.pdf,Egunkaria,1998-07-01,1133890,texto extraido,7
/home/gaizka/Alarde/Revistas y periodicos/1998/1998-07-01 - El Irunés - Año 10 - Numero 48.pdf,El Irunés - Año 10 - Numero 48,1998-07-01,648029,texto extraido,7
/home/gaizka/Alarde/Revistas y periodicos/1998/1998-09-01 - Bidasoan - PH IRUN 0002.pdf,Bidasoan - PH IRUN 0002,1998-09-01,547304,texto extraido,5
/home/gaizka/Alarde/Revistas y periodicos/1998/1998-12-01 - Bidasoan - PH IRUN 0002.pdf,Bidasoan - PH IRUN 0002,1998-12-01,497306,texto extraido,6
/home/gaizka/Alarde/Revistas y periodicos/1999/1999-01-01 - El Irunés - Año 11 - Numero 49.pdf,El Irunés - Año 11 - Numero 49,1999-01-01,465735,texto extraido,8
/home/gaizka/Alarde/Revistas y periodicos/1999/1999-03-01 - Bidasoan - PH IRUN 0002.pdf,Bidasoan - PH IRUN 0002,1999-03-01,468215,texto extraido,5
/home/gaizka/Alarde/Revistas y periodicos/1999/1999-04-01 - El Irunés - Año 11 - Numero 50.pdf,El Irunés - Año 11 - Numero 50,1999-04-01,374944,texto extraido,7
/home/gaizka/Alarde/Revistas y periodicos/1999/1999-06-01 - Bidasoan - PH IRUN 0002.pdf,Bidasoan - PH IRUN 0002,1999-06-01,633241,texto extraido,7
/home/gaizka/Alarde/Revistas y periodicos/1999/1999-06-01 - El Irunés - Año 11 - Numero 51.pdf,El Irunés - Año 11 - Numero 51,1999-06-01,335666,texto extraido,8
/home/gaizka/Alarde/Revistas y periodicos/1999/1999-07-01 - El Irunés - Año 11 - Numero 52.pdf,El Irunés - Año 11 - Numero 52,1999-07-01,431874,texto extraido,8
/home/gaizka/Alarde/Revistas y periodicos/1999/1999-09-01 - Bidasoan - PH IRUN 0002.pdf,Bidasoan - PH IRUN 0002,1999-09-01,747687,texto extraido,5
/home/gaizka/Alarde/Revistas y periodicos/1999/1999-09-01 - El Irunés - Año 11 - Numero 53.pdf,El Irunés - Año 11 - Numero 53,1999-09-01,333985,texto extraido,7
/home/gaizka/Alarde/Revistas y periodicos/1999/1999-12-01 - Bidasoan - PH IRUN 0002.pdf,Bidasoan - PH IRUN 0002,1999-12-01,1252380,texto extraido,5
/home/gaizka/Alarde/Revistas y periodicos/1999/1999-12-01 - El Irunés - Año 11 - Numero 54.pdf,El Irunés - Año 11 - Numero 54,1999-12-01,343147,texto extraido,5
/home/gaizka/Alarde/Revistas y periodicos/2000/2000-01-01 - El Irunés - Año 12 - Numero 55.pdf,El Irunés - Año 12 - Numero 55,2000-01-01,320665,texto extraido,6
/home/gaizka/Alarde/Revistas y periodicos/2000/2000-03-01 - Bidasoan - PH IRUN 0002.pdf,Bidasoan - PH IRUN 0002,2000-03-01,754758,texto extraido,5
/home/gaizka/Alarde/Revistas y periodicos/2000/2000-03-01 - El Irunés - Año 12 - Numero 56.pdf,El Irunés - Año 12 - Numero 56,2000-03-01,460538,texto extraido,6
/home/gaizka/Alarde/Revistas y periodicos/2000/2000-05-01 - El Irunés - Año 12 - Numero 57.pdf,El Irunés - Año 12 - Numero 57,2000-05-01,401379,texto extraido,7
/home/gaizka/Alarde/Revistas y periodicos/2000/2000-06-01 - Bidasoan - PH IRUN 0002.pdf,Bidasoan - PH IRUN 0002,2000-06-01,697476,texto extraido,8
/home/gaizka/Alarde/Revistas y periodicos/2000/2000-06-01 - El Irunés - Año 12 - Numero 58.pdf,El Irunés - Año 12 - Numero 58,2000-06-01,364826,texto extraido,7
/home/gaizka/Alarde/Revistas y periodicos/2000/2000-07-01 - El Irunés - Año 12 - Numero 59.pdf,El Irunés - Año 12 - Numero 59,2000-07-01,386889,texto extraido,5
/home/gaizka/Alarde/Revistas y periodicos/2000/2000-09-01 - Bidasoan - PH IRUN 0002.pdf,Bidasoan - PH IRUN 0002,2000-09-01,454083,texto extraido,8
/home/gaizka/Alarde/Revistas y periodicos/2000/2000-09-01 - El Irunés - Año 12 - Numero 60.pdf,El Irunés - Año 12 - Numero 60,2000-09-01,325105,texto extraido,6
/home/gaizka/Alarde/Revistas y periodicos/2000/2000-10-01 - El Irunés - Año 12 - Numero 61.pdf,El Irunés - Año 12 - Numero 61,2000-10-01,362226,texto extraido,7
/home/gaizka/Alarde/Revistas y periodicos/2000/2000-12-01 - Bidasoan - PH IRUN 0002.pdf,Bidasoan - PH IRUN 0002,2000-12-01,389989,texto extraido,5
/home/gaizka/Alarde/Revistas y periodicos/2000/2000-12-01 - El Irunés - Año 12 - Numero 62.pdf,El Irunés - Año 12 - Numero 62,2000-12-01,375225,texto extraido,7
/home/gaizka/Alarde/Revistas y periodicos/2001/2001-03-01 - Bidasoan - PH IRUN 0002.pdf,Bidasoan - PH IRUN 0002,2001-03-01,514773,texto extraido,8
/home/gaizka/Alarde/Revistas y periodicos/2001/2001-03-01 - El Irunés - Año 13 - Numero 63.pdf,El Irunés - Año 13 - Numero 63,2001-03-01,335493,texto extraido,7
/home/gaizka/Alarde/Revistas y periodicos/2001/2001-06-01 - Bidasoan - PH IRUN 0002.pdf,Bidasoan - PH IRUN 0002,2001-06-01,644813,texto extraido,6
/home/gaizka/Alarde/Revistas y periodicos/2001/2001-06-01 - El Irunés - Año 13 - Numero 64.pdf,El Irunés - Año 13 - Numero 64,2001-06-01,285530,texto extraido,7
/home/gaizka/Alarde/Revistas y periodicos/2001/2001-07-01 - El Irunés - Año 13 - Numero 65.pdf,El Irunés - Año 13 - Numero 65,2001-07-01,291866,texto extraido,7
/home/gaizka/Alarde/Revistas y periodicos/2001/2001-09-01 - Bidasoan - PH IRUN 0002.pdf,Bidasoan - PH IRUN 0002,2001-09-01,813189,texto extraido,6
/home/gaizka/Alarde/Revistas y periodicos/2001/2001-09-01 - El Irunés - Año 13 - Numero 66.pdf,El Irunés - Año 13 - Numero 66,2001-09-01,317077,texto extraido,5
/home/gaizka/Alarde/Revistas y periodicos/2001/2001-10-01 - El Irunés - Año 13 - Numero 67.pdf,El Irunés - Año 13 - Numero 67,2001-10-01,354408,texto extraido,5
/home/gaizka/Alarde/Revistas y periodicos/2001/2001-12-01 - Bidasoan - PH IRUN 0002.pdf,Bidasoan - PH IRUN 0002,2001-12-01,666664,texto extraido,7
/home/gaizka/Alarde/Revistas y periodicos/2001/2001-12-01 - El Irunés - Año 13 - Numero 68.pdf,El Irunés - Año 13 - Numero 68,2001-12-01,327275,texto extraido,3
/home/gaizka/Alarde/Revistas y periodicos/2002/2002-01-01 - El Irunés - Año 14 - Numero 69.pdf,El Irunés - Año 14 - Numero 69,2002-01-01,270155,texto extraido,4
/home/gaizka/Alarde/Revistas y periodicos/2002/2002-03-01 - Bidasoan - PH IRUN 0002.pdf,Bidasoan - PH IRUN 0002,2002-03-01,571398,texto extraido,5
/home/gaizka/Alarde/Revistas y periodicos/2002/2002-03-01 - El Irunés - Año 14 - Numero 70.pdf,El Irunés - Año 14 - Numero 70,2002-03-01,373368,texto extraido,5
/home/gaizka/Alarde/Revistas y periodicos/2002/2002-06-01 - Bidasoan - PH IRUN 0002.pdf,Bidasoan - PH IRUN 0002,2002-06-01,646864,texto extraido,8
/home/gaizka/Alarde/Revistas y periodicos/2002/2002-06-01 - El Irunés - Año 14 - Numero 71.pdf,El Irunés - Año 14 - Numero 71,2002-06-01,423829,texto extraido,7
/home/gaizka/Alarde/Revistas y periodicos/2002/2002-07-01 - El Irunés - Año 14 - Numero 72.pdf,El Irunés - Año 14 - Numero 72,2002-07-01,445764,texto extraido,7
/home/gaizka/Alarde/Revistas y periodicos/2002/2002-08-01 - El Irunés - Año 14 - Numero 73.pdf,El Irunés - Año 14 - Numero 73,2002-08-01,399066,texto extraido,5
/home/gaizka/Alarde/Revistas y periodicos/2002/2002-09-01 - Bidasoan - PH IRUN 0002.pdf,Bidasoan - PH IRUN 0002,2002-09-01,620127,texto extraido,4
/home/gaizka/Alarde/Revistas y periodicos/2002/2002-10-01 - El Irunés - Año 14 - Numero 74.pdf,El Irunés - Año 14 - Numero 74,2002-10-01,447998,texto extraido,8
/home/gaizka/Alarde/Revistas y periodicos/2002/2002-12-01 - Bidasoan - PH IRUN 0002.pdf,Bidasoan - PH IRUN 0002,2002-12-01,607697,texto extraido,4
/home/gaizka/Alarde/Revistas y periodicos/2002/2002-12-01 - El Irunés - Año 14 - Numero 75.pdf,El Irunés - Año 14 - Numero 75,2002-12-01,411562,texto extraido,6
/home/gaizka/Alarde/Revistas y periodicos/2003/2003-03-01 - Bidasoan - PH IRUN 0002.pdf,Bidasoan - PH IRUN 0002,2003-03-01,613244,texto extraido,5
/home/gaizka/Alarde/Revistas y periodicos/2003/2003-06-01 - Bidasoan - PH IRUN 0002.pdf,Bidasoan - PH IRUN 0002,2003-06-01,633932,texto extraido,8
/home/gaizka/Alarde/Revistas y periodicos/2003/2003-09-01 - Bidasoan - PH IRUN 0002.pdf,Bidasoan - PH IRUN 0002,2003-09-01,777262,texto extraido,8
/home/gaizka/Alarde/Revistas y periodicos/2003/2003-12-01 - Bidasoan - PH IRUN 0002.pdf,Bidasoan - PH IRUN 0002,2003-12-01,446241,texto extraido,7
